scene,gidA,gidB,n_adj,n_diff,n_cont,min_step,median_step,same,objA,objB
n5_scene0033,10,13,3,3,0,117.2,170.6,0,cracker_box,extra_large_clamp
n5_scene0033,10,15,1,0,1,15.8,15.8,1,cracker_box,cracker_box
n5_scene0033,12,15,1,1,0,147.8,147.8,0,mini_soccer_ball,cracker_box
n5_scene0033,11,13,3,2,1,21.3,162.5,0,cracker_box,extra_large_clamp
n5_scene0033,11,15,1,0,1,16.8,16.8,1,cracker_box,cracker_box
n5_scene0033,11,17,4,4,0,61.1,83.1,1,cracker_box,cracker_box
n5_scene0033,9,16,5,2,3,2.9,14.1,0,baseball,cracker_box
n5_scene0033,9,15,1,1,0,71.3,71.3,0,baseball,cracker_box
n5_scene0033,10,14,2,2,0,302.3,348.1,0,cracker_box,flat_screwdriver
n5_scene0033,11,14,2,2,0,303.3,352.0,0,cracker_box,flat_screwdriver
n5_scene0033,3,16,10,9,1,0.2,228.5,0,extra_large_clamp,cracker_box
n5_scene0033,3,14,7,6,1,5.4,96.9,0,extra_large_clamp,flat_screwdriver
n5_scene0033,13,16,7,4,3,4.8,69.4,0,extra_large_clamp,cracker_box
n5_scene0033,13,14,8,8,0,93.5,277.7,0,extra_large_clamp,flat_screwdriver
n5_scene0033,14,21,1,1,0,466.5,466.5,0,flat_screwdriver,cracker_box
n5_scene0033,10,16,6,5,1,38.7,97.4,1,cracker_box,cracker_box
n5_scene0033,2,11,2,0,2,0.3,0.9,1,cracker_box,cracker_box
n5_scene0033,11,16,2,0,2,4.5,21.8,1,cracker_box,cracker_box
n5_scene0033,2,3,1,1,0,433.9,433.9,0,cracker_box,extra_large_clamp
n5_scene0033,2,16,2,2,0,53.6,104.3,1,cracker_box,cracker_box
n5_scene0033,5,14,1,0,1,0.8,0.8,1,flat_screwdriver,flat_screwdriver
n5_scene0033,10,12,3,3,0,164.7,174.6,0,cracker_box,mini_soccer_ball
n5_scene0033,11,18,1,0,1,37.9,37.9,1,cracker_box,cracker_box
n5_scene0033,10,20,1,1,0,53.1,53.1,1,cracker_box,cracker_box
n5_scene0033,16,20,2,2,0,69.7,88.6,1,cracker_box,cracker_box
n5_scene0033,14,16,1,0,1,5.5,5.5,0,flat_screwdriver,cracker_box
n5_scene0033,3,10,1,1,0,151.3,151.3,0,extra_large_clamp,cracker_box
n5_scene0033,3,12,1,1,0,54.8,54.8,0,extra_large_clamp,mini_soccer_ball
n5_scene0033,12,16,1,1,0,41.6,41.6,0,mini_soccer_ball,cracker_box
n5_scene0033,3,5,1,0,1,11.8,11.8,0,extra_large_clamp,flat_screwdriver
n5_scene0033,3,18,1,1,0,120.5,120.5,0,extra_large_clamp,cracker_box
n5_scene0033,5,16,1,0,1,3.8,3.8,0,flat_screwdriver,cracker_box
n5_scene0033,16,18,1,1,0,119.3,119.3,1,cracker_box,cracker_box
n5_scene0034,4,17,1,1,0,160.5,160.5,1,mustard_bottle,mustard_bottle
n5_scene0034,2,17,1,0,1,5.9,5.9,1,mustard_bottle,mustard_bottle
n5_scene0034,17,23,1,0,1,5.3,5.3,1,mustard_bottle,mustard_bottle
n5_scene0034,17,21,1,0,1,12.1,12.1,1,mustard_bottle,mustard_bottle
n5_scene0034,17,18,1,1,0,228.2,228.2,0,mustard_bottle,rubiks_cube
n5_scene0034,17,20,1,0,1,36.6,36.6,0,mustard_bottle,tuna_fish_can
n5_scene0034,7,13,1,0,1,7.3,7.3,0,mustard_bottle,cups
n5_scene0034,7,19,2,0,2,6.1,7.0,0,mustard_bottle,cups
n5_scene0034,8,17,1,1,0,60.8,60.8,1,mustard_bottle,mustard_bottle
n5_scene0034,15,17,1,0,1,20.9,20.9,0,rubiks_cube,mustard_bottle
n5_scene0034,13,19,1,0,1,1.2,1.2,1,cups,cups
n5_scene0034,13,21,1,0,1,10.8,10.8,0,cups,mustard_bottle
n5_scene0034,15,16,1,0,1,3.7,3.7,1,rubiks_cube,rubiks_cube
n5_scene0035,5,11,8,5,3,14.6,118.2,0,spoon,apple
n5_scene0035,8,11,7,0,7,2.4,12.0,1,apple,apple
n5_scene0035,4,5,2,1,1,6.2,37.9,0,apple,spoon
n5_scene0035,4,11,1,0,1,27.6,27.6,1,apple,apple
n5_scene0035,5,8,1,0,1,16.7,16.7,0,spoon,apple
n5_scene0036,9,15,8,4,4,9.9,34.4,0,padlock,fork
n5_scene0036,6,9,3,1,2,2.2,30.7,0,potted_meat_can,padlock
n5_scene0036,8,9,4,0,4,30.3,35.0,0,potted_meat_can,padlock
n5_scene0036,2,8,1,1,0,53.0,53.0,0,banana,potted_meat_can
n5_scene0036,6,15,5,3,2,0.6,44.9,0,potted_meat_can,fork
n5_scene0036,6,8,1,1,0,396.6,396.6,1,potted_meat_can,potted_meat_can
n5_scene0036,6,10,7,7,0,61.6,231.4,0,potted_meat_can,golf_ball
n5_scene0036,9,10,2,1,1,4.1,120.8,0,padlock,golf_ball
n5_scene0036,8,10,1,1,0,223.7,223.7,0,potted_meat_can,golf_ball
n5_scene0036,10,15,1,0,1,37.9,37.9,0,golf_ball,fork
n5_scene0036,4,8,1,0,1,7.7,7.7,1,potted_meat_can,potted_meat_can
n5_scene0036,2,6,4,1,3,3.9,13.2,0,banana,potted_meat_can
n5_scene0036,7,8,1,0,1,7.7,7.7,1,potted_meat_can,potted_meat_can
n5_scene0036,7,9,1,0,1,19.3,19.3,0,potted_meat_can,padlock
n5_scene0036,8,15,2,2,0,51.6,58.9,0,potted_meat_can,fork
n5_scene0037,5,16,10,9,1,28.0,95.0,1,power_drill,power_drill
n5_scene0037,3,4,1,1,0,54.7,54.7,1,power_drill,power_drill
n5_scene0037,3,13,5,3,2,0.0,48.2,1,power_drill,power_drill
n5_scene0037,3,16,5,3,2,8.8,62.9,1,power_drill,power_drill
n5_scene0037,3,11,1,1,0,68.6,68.6,1,power_drill,power_drill
n5_scene0037,4,13,6,3,3,20.7,37.3,1,power_drill,power_drill
n5_scene0037,4,16,2,2,0,48.7,53.4,1,power_drill,power_drill
n5_scene0037,4,11,3,1,2,5.4,6.3,1,power_drill,power_drill
n5_scene0037,11,13,4,2,2,23.7,61.1,1,power_drill,power_drill
n5_scene0037,5,6,1,1,0,167.3,167.3,0,power_drill,phillips_screwdriver
n5_scene0037,13,16,8,4,4,3.0,38.9,1,power_drill,power_drill
n5_scene0037,6,16,2,1,1,37.1,145.0,0,phillips_screwdriver,power_drill
n5_scene0037,3,5,2,1,1,31.9,97.7,1,power_drill,power_drill
n5_scene0037,5,13,4,2,2,8.3,29.4,1,power_drill,power_drill
n5_scene0037,10,13,4,2,2,16.6,42.0,1,power_drill,power_drill
n5_scene0037,8,13,2,1,1,26.3,34.8,0,phillips_screwdriver,power_drill
n5_scene0037,5,15,1,1,0,41.5,41.5,0,power_drill,golf_ball
n5_scene0037,3,15,1,1,0,43.0,43.0,0,power_drill,golf_ball
n5_scene0037,4,10,1,0,1,2.1,2.1,1,power_drill,power_drill
n5_scene0037,6,13,1,0,1,27.8,27.8,0,phillips_screwdriver,power_drill
n5_scene0038,5,6,1,0,1,10.3,10.3,1,cups,cups
n5_scene0038,6,13,1,0,1,10.5,10.5,1,cups,cups
n5_scene0038,5,15,3,0,3,1.4,2.0,1,cups,cups
n5_scene0038,13,15,4,0,4,2.1,8.9,1,cups,cups
n5_scene0038,4,12,1,1,0,327.3,327.3,1,cups,cups
n5_scene0038,12,14,2,1,1,38.3,40.3,0,cups,mini_soccer_ball
n5_scene0038,9,13,4,2,2,17.2,30.3,0,apple,cups
n5_scene0038,12,15,2,2,0,127.1,227.1,1,cups,cups
n5_scene0038,11,15,3,0,3,0.9,29.7,1,cups,cups
n5_scene0038,5,11,3,2,1,33.9,105.3,1,cups,cups
n5_scene0038,11,13,4,2,2,6.5,51.2,1,cups,cups
n5_scene0038,3,15,1,0,1,2.4,2.4,0,cups,cups
n5_scene0038,3,11,2,2,0,83.9,96.1,0,cups,cups
n5_scene0038,5,9,2,1,1,11.0,53.8,0,cups,apple
n5_scene0038,11,12,1,0,1,0.1,0.1,1,cups,cups
n5_scene0038,3,5,1,0,1,7.5,7.5,0,cups,cups
n5_scene0038,3,13,2,2,0,42.1,56.4,0,cups,cups
n5_scene0038,3,9,1,0,1,11.6,11.6,0,cups,apple
n5_scene0038,5,13,1,1,0,64.7,64.7,1,cups,cups
n5_scene0038,4,13,1,0,1,10.1,10.1,1,cups,cups
n5_scene0038,4,11,1,1,0,51.1,51.1,1,cups,cups
n5_scene0039,5,17,1,1,0,113.7,113.7,0,foam_brick,cups
n5_scene0039,5,6,1,1,0,102.5,102.5,0,foam_brick,cups
n5_scene0039,6,17,3,2,1,20.2,142.0,1,cups,cups
n5_scene0039,9,17,5,2,3,1.4,34.3,1,cups,cups
n5_scene0039,6,18,4,4,0,67.7,141.5,0,cups,cups
n5_scene0039,9,18,3,2,1,3.5,50.6,0,cups,cups
n5_scene0039,6,9,11,8,3,0.3,58.7,1,cups,cups
n5_scene0039,15,19,3,2,1,12.0,83.0,0,spoon,potted_meat_can
n5_scene0039,15,17,1,1,0,61.1,61.1,0,spoon,cups
n5_scene0039,6,15,3,0,3,25.4,39.0,0,cups,spoon
n5_scene0039,10,15,1,0,1,7.8,7.8,1,spoon,spoon
n5_scene0039,9,12,4,3,1,37.3,101.3,0,cups,potted_meat_can
n5_scene0039,11,19,8,7,1,25.3,49.0,0,spoon,potted_meat_can
n5_scene0039,9,11,2,1,1,29.7,40.0,0,cups,spoon
n5_scene0039,8,9,8,6,2,14.1,214.6,0,potted_meat_can,cups
n5_scene0039,6,11,4,1,3,2.4,25.4,0,cups,spoon
n5_scene0039,11,14,4,0,4,6.1,15.8,0,spoon,foam_brick
n5_scene0039,14,19,7,7,0,67.9,161.5,0,foam_brick,potted_meat_can
n5_scene0039,11,18,2,2,0,73.0,80.2,0,spoon,cups
n5_scene0039,1,8,1,0,1,12.7,12.7,1,potted_meat_can,potted_meat_can
n5_scene0039,15,18,1,0,1,35.9,35.9,0,spoon,cups
n5_scene0039,14,18,1,0,1,20.2,20.2,0,foam_brick,cups
n5_scene0039,14,21,1,1,0,136.6,136.6,0,foam_brick,spoon
n5_scene0039,9,19,2,2,0,190.2,215.1,0,cups,potted_meat_can
n5_scene0039,8,12,2,0,2,8.9,11.8,1,potted_meat_can,potted_meat_can
n5_scene0039,10,11,1,1,0,67.4,67.4,1,spoon,spoon
n5_scene0039,3,9,2,1,1,13.3,137.1,0,potted_meat_can,cups
n5_scene0040,13,16,1,1,0,78.9,78.9,0,cups,medium_clamp
n5_scene0040,5,13,1,1,0,113.7,113.7,1,cups,cups
n5_scene0041,6,8,7,4,3,18.2,101.8,1,bowl,bowl
n5_scene0041,7,8,2,2,0,154.1,363.4,1,bowl,bowl
n5_scene0041,7,11,1,0,1,9.9,9.9,0,bowl,plum
n5_scene0041,11,14,1,0,1,29.1,29.1,0,plum,adjustable_wrench
n5_scene0041,5,11,2,0,2,16.5,16.6,0,pear,plum
n5_scene0041,7,14,1,1,0,113.4,113.4,0,bowl,adjustable_wrench
n5_scene0042,8,13,3,3,0,134.2,141.5,1,bleach_cleanser,bleach_cleanser
n5_scene0042,13,18,4,4,0,74.5,122.3,0,bleach_cleanser,cups
n5_scene0042,13,17,2,2,0,69.9,113.5,0,bleach_cleanser,cups
n5_scene0042,13,21,3,1,2,14.6,16.5,1,bleach_cleanser,bleach_cleanser
n5_scene0042,8,11,2,2,0,129.1,139.1,1,bleach_cleanser,bleach_cleanser
n5_scene0042,8,15,6,5,1,12.9,141.2,0,bleach_cleanser,extra_large_clamp
n5_scene0042,11,18,2,2,0,76.7,100.3,0,bleach_cleanser,cups
n5_scene0042,11,17,1,1,0,65.4,65.4,0,bleach_cleanser,cups
n5_scene0042,17,18,2,0,2,17.3,21.9,1,cups,cups
n5_scene0042,1,8,1,1,0,366.9,366.9,0,gelatin_box,bleach_cleanser
n5_scene0042,13,15,3,3,0,187.2,236.9,0,bleach_cleanser,extra_large_clamp
n5_scene0042,15,18,6,5,1,30.9,146.1,0,extra_large_clamp,cups
n5_scene0042,18,21,6,2,4,4.1,20.9,0,cups,bleach_cleanser
n5_scene0042,12,13,1,1,0,185.7,185.7,0,extra_large_clamp,bleach_cleanser
n5_scene0042,2,8,1,1,0,92.9,92.9,1,bleach_cleanser,bleach_cleanser
n5_scene0042,8,21,5,5,0,45.9,91.3,1,bleach_cleanser,bleach_cleanser
n5_scene0042,2,12,1,1,0,160.1,160.1,0,bleach_cleanser,extra_large_clamp
n5_scene0042,8,12,2,0,2,1.0,2.6,0,bleach_cleanser,extra_large_clamp
n5_scene0042,12,18,2,1,1,2.4,63.2,0,extra_large_clamp,cups
n5_scene0042,15,21,6,3,3,0.6,79.5,0,extra_large_clamp,bleach_cleanser
n5_scene0042,8,18,3,3,0,78.4,110.1,0,bleach_cleanser,cups
n5_scene0042,9,18,1,1,0,44.3,44.3,0,bleach_cleanser,cups
n5_scene0042,14,18,3,2,1,17.3,67.9,0,bleach_cleanser,cups
n5_scene0042,14,21,2,2,0,223.3,385.2,1,bleach_cleanser,bleach_cleanser
n5_scene0042,1,12,1,0,1,39.5,39.5,0,gelatin_box,extra_large_clamp
n5_scene0042,12,16,1,0,1,2.6,2.6,0,extra_large_clamp,large_clamp
n5_scene0042,12,15,2,0,2,2.6,2.8,1,extra_large_clamp,extra_large_clamp
n5_scene0043,9,12,4,4,0,122.9,137.3,1,cracker_box,cracker_box
n5_scene0043,1,3,1,1,0,226.2,226.2,0,softball,cups
n5_scene0043,3,21,2,2,0,65.8,85.2,0,cups,strawberry
n5_scene0043,1,8,1,1,0,190.0,190.0,0,softball,cracker_box
n5_scene0043,8,21,6,6,0,124.6,148.0,0,cracker_box,strawberry
n5_scene0043,9,21,3,1,2,1.9,23.4,0,cracker_box,strawberry
n5_scene0043,2,21,9,9,0,49.5,191.2,0,phillips_screwdriver,strawberry
n5_scene0043,3,8,1,1,0,316.0,316.0,0,cups,cracker_box
n5_scene0043,8,19,1,1,0,317.0,317.0,0,cracker_box,cups
n5_scene0043,8,10,1,1,0,415.9,415.9,0,cracker_box,phillips_screwdriver
n5_scene0043,2,10,1,1,0,495.9,495.9,1,phillips_screwdriver,phillips_screwdriver
n5_scene0043,9,13,1,1,0,105.5,105.5,1,cracker_box,cracker_box
n5_scene0043,8,18,1,0,1,5.9,5.9,1,cracker_box,cracker_box
n5_scene0043,9,18,2,0,2,5.1,7.2,1,cracker_box,cracker_box
n5_scene0043,18,21,1,1,0,203.4,203.4,0,cracker_box,strawberry
n5_scene0043,19,21,1,1,0,92.6,92.6,0,cups,strawberry
n5_scene0043,16,21,1,0,1,29.6,29.6,0,cracker_box,strawberry
n5_scene0044,2,12,2,2,0,264.1,264.5,0,sugar_box,banana
n5_scene0044,1,12,1,1,0,269.6,269.6,0,sugar_box,banana
n5_scene0044,10,12,2,2,0,56.8,77.1,0,sugar_box,banana
n5_scene0044,10,15,1,1,0,57.9,57.9,1,sugar_box,sugar_box
n5_scene0044,10,13,1,1,0,164.4,164.4,0,sugar_box,peach
n5_scene0044,2,9,1,0,1,8.7,8.7,1,sugar_box,sugar_box
n5_scene0044,9,15,1,1,0,56.2,56.2,1,sugar_box,sugar_box
n5_scene0044,9,13,1,1,0,164.9,164.9,0,sugar_box,peach
n5_scene0044,15,18,1,1,0,251.3,251.3,0,sugar_box,rubiks_cube
n5_scene0044,1,2,3,0,3,10.0,13.8,1,sugar_box,sugar_box
n5_scene0044,9,12,1,1,0,277.6,277.6,0,sugar_box,banana
n5_scene0044,9,14,3,3,0,185.3,195.4,0,sugar_box,peach
n5_scene0044,2,14,3,3,0,170.1,172.2,0,sugar_box,peach
n5_scene0044,5,8,1,1,0,66.6,66.6,0,sponge,rubiks_cube
n5_scene0044,2,15,1,0,1,15.2,15.2,1,sugar_box,sugar_box
n5_scene0044,15,19,1,0,1,15.0,15.0,0,sugar_box,rubiks_cube
n5_scene0044,4,15,1,0,1,29.0,29.0,1,sugar_box,sugar_box
n5_scene0044,8,9,1,0,1,7.1,7.1,0,rubiks_cube,sugar_box
n5_scene0044,9,19,1,0,1,19.8,19.8,0,sugar_box,rubiks_cube
n5_scene0044,3,15,1,0,1,32.4,32.4,1,sugar_box,sugar_box
n5_scene0044,5,10,1,1,0,76.3,76.3,0,sponge,sugar_box
n5_scene0044,3,20,1,0,1,3.0,3.0,1,sugar_box,sugar_box
n5_scene0045,14,17,1,0,1,2.2,2.2,1,pudding_box,pudding_box
n5_scene0045,2,23,1,0,1,34.7,34.7,0,pudding_box,flat_screwdriver
n5_scene0046,2,22,1,1,0,266.8,266.8,0,mustard_bottle,master_chef_can
n5_scene0046,2,20,1,1,0,212.8,212.8,0,mustard_bottle,master_chef_can
n5_scene0046,5,22,4,2,2,3.1,101.7,0,mustard_bottle,master_chef_can
n5_scene0046,19,22,1,1,0,249.5,249.5,0,mustard_bottle,master_chef_can
n5_scene0046,19,20,2,1,1,17.4,37.8,0,mustard_bottle,master_chef_can
n5_scene0046,21,22,7,6,1,3.0,396.6,0,cups,master_chef_can
n5_scene0046,20,22,7,6,1,31.6,58.6,1,master_chef_can,master_chef_can
n5_scene0046,4,5,6,6,0,66.3,199.9,0,master_chef_can,mustard_bottle
n5_scene0046,5,21,2,1,1,28.9,59.2,0,mustard_bottle,cups
n5_scene0046,12,22,4,4,0,82.3,115.3,0,mustard_bottle,master_chef_can
n5_scene0046,4,12,4,4,0,91.7,103.6,0,master_chef_can,mustard_bottle
n5_scene0046,12,21,3,3,0,102.5,117.3,0,mustard_bottle,cups
n5_scene0046,4,22,7,4,3,6.4,86.1,1,master_chef_can,master_chef_can
n5_scene0046,5,13,4,4,0,100.6,245.1,1,mustard_bottle,mustard_bottle
n5_scene0046,4,13,3,2,1,20.3,138.6,0,master_chef_can,mustard_bottle
n5_scene0046,4,14,5,0,5,1.2,3.4,0,master_chef_can,fork
n5_scene0046,12,13,2,2,0,99.9,120.3,1,mustard_bottle,mustard_bottle
n5_scene0046,13,18,1,1,0,97.3,97.3,1,mustard_bottle,mustard_bottle
n5_scene0046,13,14,3,0,3,1.0,4.8,0,mustard_bottle,fork
n5_scene0046,8,19,1,1,0,462.9,462.9,1,mustard_bottle,mustard_bottle
n5_scene0046,8,22,1,1,0,313.2,313.2,0,mustard_bottle,master_chef_can
n5_scene0046,5,14,1,1,0,160.9,160.9,0,mustard_bottle,fork
n5_scene0046,6,14,1,1,0,213.6,213.6,0,knife,fork
n5_scene0046,5,20,1,0,1,30.2,30.2,0,mustard_bottle,master_chef_can
n5_scene0046,22,23,1,0,1,6.1,6.1,0,master_chef_can,cups
n5_scene0047,3,4,1,1,0,159.3,159.3,0,nine_hole_peg_test,tomato_soup_can
n5_scene0047,4,8,2,2,0,77.9,117.6,1,tomato_soup_can,tomato_soup_can
n5_scene0047,2,3,1,1,0,174.0,174.0,0,tomato_soup_can,nine_hole_peg_test
n5_scene0047,2,8,5,4,1,24.8,103.6,1,tomato_soup_can,tomato_soup_can
n5_scene0047,3,8,5,1,4,15.2,29.7,0,nine_hole_peg_test,tomato_soup_can
n5_scene0047,7,9,4,0,4,1.4,2.5,1,padlock,padlock
n5_scene0047,5,10,5,1,4,2.6,16.9,0,scissors,nine_hole_peg_test
n5_scene0047,10,12,11,5,6,0.3,26.4,0,nine_hole_peg_test,scissors
n5_scene0047,8,10,4,1,3,11.0,25.8,0,tomato_soup_can,nine_hole_peg_test
n5_scene0047,5,8,7,3,4,11.5,18.0,0,scissors,tomato_soup_can
n5_scene0047,3,10,7,2,5,27.7,32.3,1,nine_hole_peg_test,nine_hole_peg_test
n5_scene0047,5,12,2,0,2,3.0,7.4,1,scissors,scissors
n5_scene0047,8,12,2,1,1,35.0,46.6,0,tomato_soup_can,scissors
n5_scene0047,4,5,1,1,0,159.0,159.0,0,tomato_soup_can,scissors
n5_scene0047,4,12,1,0,1,8.4,8.4,0,tomato_soup_can,scissors
n5_scene0048,2,7,4,3,1,34.1,335.1,1,cups,cups
n5_scene0048,7,10,2,2,0,80.7,96.8,0,cups,wood_block
n5_scene0048,7,8,4,2,2,7.7,32.6,0,cups,plate
n5_scene0048,12,15,2,0,2,2.2,2.7,1,large_marker,large_marker
n5_scene0048,6,8,3,3,0,127.6,167.3,1,plate,plate
n5_scene0048,2,8,3,3,0,145.4,195.2,0,cups,plate
n5_scene0048,1,2,1,0,1,5.6,5.6,0,wood_block,cups
n5_scene0048,2,14,1,0,1,5.6,5.6,1,cups,cups
n5_scene0048,8,13,1,0,1,9.2,9.2,0,plate,cups
n5_scene0048,1,7,5,2,3,11.7,32.8,0,wood_block,cups
n5_scene0048,7,14,4,2,2,20.0,41.1,1,cups,cups
n5_scene0048,1,10,1,1,0,157.9,157.9,1,wood_block,wood_block
n5_scene0048,1,6,1,1,0,276.3,276.3,0,wood_block,plate
n5_scene0048,6,10,1,1,0,220.1,220.1,0,plate,wood_block
n5_scene0048,6,7,1,1,0,79.9,79.9,0,plate,cups
n5_scene0048,3,6,1,1,0,252.7,252.7,0,wood_block,plate
n5_scene0048,3,7,2,2,0,148.1,177.4,0,wood_block,cups
n5_scene0048,14,15,3,0,3,0.2,0.4,0,cups,large_marker
n5_scene0048,2,13,1,1,0,213.9,213.9,0,cups,cups
n5_scene0048,3,11,6,0,6,0.3,6.2,1,wood_block,wood_block
n5_scene0048,9,13,1,0,1,9.1,9.1,0,cups,cups
n5_scene0048,3,10,2,0,2,3.1,4.2,1,wood_block,wood_block
n5_scene0048,10,11,2,0,2,0.7,0.7,1,wood_block,wood_block
n5_scene0048,1,15,1,1,0,180.3,180.3,0,wood_block,large_marker
n5_scene0048,1,12,3,2,1,0.2,71.1,0,wood_block,large_marker
n5_scene0048,12,14,3,2,1,7.9,51.9,0,large_marker,cups
n5_scene0048,1,13,2,2,0,112.2,114.8,0,wood_block,cups
n5_scene0048,7,11,2,2,0,118.7,130.1,0,cups,wood_block
n5_scene0048,11,13,1,1,0,145.4,145.4,0,wood_block,cups
n5_scene0048,1,3,1,0,1,23.7,23.7,1,wood_block,wood_block
n5_scene0048,3,14,1,0,1,23.5,23.5,0,wood_block,cups
n5_scene0048,3,16,1,1,0,121.7,121.7,0,wood_block,cups
n5_scene0048,7,12,1,0,1,5.7,5.7,0,cups,large_marker
n5_scene0048,3,13,1,1,0,130.6,130.6,0,wood_block,cups
n5_scene0048,7,13,1,1,0,109.2,109.2,0,cups,cups
n5_scene0049,12,13,5,3,2,32.6,44.8,1,pitcher_base,pitcher_base
n5_scene0049,5,11,1,1,0,250.5,250.5,0,power_drill,tuna_fish_can
n5_scene0049,2,11,3,1,2,13.2,29.4,0,power_drill,tuna_fish_can
n5_scene0049,7,11,4,2,2,14.0,39.5,0,power_drill,tuna_fish_can
n5_scene0049,4,11,3,2,1,8.8,57.2,0,cups,tuna_fish_can
n5_scene0049,11,15,2,1,1,14.4,143.4,1,tuna_fish_can,tuna_fish_can
n5_scene0049,12,14,1,1,0,74.4,74.4,1,pitcher_base,pitcher_base
n5_scene0049,12,18,9,8,1,36.3,165.0,0,pitcher_base,racquetball
n5_scene0049,7,10,1,0,1,21.9,21.9,0,power_drill,tuna_fish_can
n5_scene0049,7,18,11,8,3,26.1,318.0,0,power_drill,racquetball
n5_scene0049,10,15,1,0,1,19.4,19.4,1,tuna_fish_can,tuna_fish_can
n5_scene0049,10,11,1,0,1,16.6,16.6,1,tuna_fish_can,tuna_fish_can
n5_scene0049,11,17,1,0,1,32.4,32.4,0,tuna_fish_can,cups
n5_scene0049,14,18,3,3,0,64.3,336.8,0,pitcher_base,racquetball
n5_scene0049,4,18,1,0,1,25.6,25.6,0,cups,racquetball
n5_scene0049,11,18,2,2,0,105.1,276.6,0,tuna_fish_can,racquetball
n5_scene0049,2,7,3,0,3,5.4,10.2,1,power_drill,power_drill
n5_scene0049,2,18,8,6,2,4.5,201.2,0,power_drill,racquetball
n5_scene0049,2,9,1,1,0,216.1,216.1,1,power_drill,power_drill
n5_scene0049,11,12,1,1,0,130.3,130.3,0,tuna_fish_can,pitcher_base
n5_scene0049,7,9,2,0,2,12.7,24.9,1,power_drill,power_drill
n5_scene0049,5,18,4,4,0,77.6,152.1,0,power_drill,racquetball
n5_scene0049,2,10,2,0,2,2.6,7.2,0,power_drill,tuna_fish_can
n5_scene0049,10,16,4,0,4,1.1,2.6,1,tuna_fish_can,tuna_fish_can
n5_scene0049,16,18,6,6,0,56.8,101.4,0,tuna_fish_can,racquetball
n5_scene0049,7,16,6,1,5,4.2,15.2,0,power_drill,tuna_fish_can
n5_scene0049,7,17,1,1,0,43.8,43.8,0,power_drill,cups
n5_scene0049,2,16,3,2,1,0.8,81.1,0,power_drill,tuna_fish_can
n5_scene0049,5,9,2,0,2,10.3,20.5,1,power_drill,power_drill
n5_scene0049,13,18,4,4,0,90.0,153.7,0,pitcher_base,racquetball
n5_scene0049,5,16,2,1,1,8.8,81.2,0,power_drill,tuna_fish_can
n5_scene0049,5,10,1,0,1,6.1,6.1,0,power_drill,tuna_fish_can
n5_scene0049,10,13,1,0,1,2.0,2.0,0,tuna_fish_can,pitcher_base
n5_scene0049,10,18,1,1,0,143.1,143.1,0,tuna_fish_can,racquetball
n5_scene0050,12,19,6,5,1,20.5,131.4,1,power_drill,power_drill
n5_scene0050,10,11,5,1,4,13.1,14.4,1,scissors,scissors
n5_scene0050,4,5,1,0,1,18.6,18.6,1,nine_hole_peg_test,nine_hole_peg_test
n5_scene0050,4,15,3,0,3,18.7,20.3,1,nine_hole_peg_test,nine_hole_peg_test
n5_scene0050,10,15,1,1,0,428.5,428.5,0,scissors,nine_hole_peg_test
n5_scene0050,18,19,1,0,1,2.0,2.0,1,power_drill,power_drill
n5_scene0051,5,10,2,1,1,17.7,101.2,0,cups,mug
n5_scene0051,10,11,3,3,0,45.8,55.5,0,mug,cups
n5_scene0051,10,12,2,0,2,14.8,16.3,1,mug,mug
n5_scene0051,5,11,5,3,2,0.6,41.4,1,cups,cups
n5_scene0051,11,12,4,0,4,1.9,17.7,0,cups,mug
n5_scene0051,11,15,5,2,3,0.6,37.2,0,cups,mug
n5_scene0051,1,11,1,1,0,89.5,89.5,0,softball,cups
n5_scene0051,1,5,2,2,0,86.3,87.8,0,softball,cups
n5_scene0051,1,9,1,1,0,248.8,248.8,0,softball,cups
n5_scene0051,16,17,1,0,1,8.4,8.4,1,cups,cups
n5_scene0051,11,16,1,0,1,18.9,18.9,1,cups,cups
n5_scene0051,1,16,1,1,0,69.3,69.3,0,softball,cups
n5_scene0051,3,11,2,1,1,6.2,99.8,1,cups,cups
n5_scene0051,15,20,2,2,0,302.5,343.1,0,mug,pudding_box
n5_scene0051,10,14,1,1,0,56.2,56.2,1,mug,mug
n5_scene0051,12,15,2,0,2,7.2,21.0,1,mug,mug
n5_scene0051,15,19,1,1,0,57.7,57.7,0,mug,pudding_box
n5_scene0051,5,15,1,1,0,181.0,181.0,0,cups,mug
n5_scene0051,5,14,1,0,1,1.3,1.3,0,cups,mug
n5_scene0051,14,15,1,0,1,5.5,5.5,1,mug,mug
n5_scene0051,12,14,1,1,0,69.4,69.4,1,mug,mug
n5_scene0052,5,8,1,1,0,124.1,124.1,0,lemon,potted_meat_can
n5_scene0052,6,8,2,1,1,3.3,66.2,0,spoon,potted_meat_can
n5_scene0052,6,11,4,4,0,84.6,139.8,0,spoon,potted_meat_can
n5_scene0052,4,5,2,2,0,88.2,99.0,0,potted_meat_can,lemon
n5_scene0052,5,11,4,3,1,27.9,70.0,0,lemon,potted_meat_can
n5_scene0052,4,8,2,0,2,5.5,6.5,1,potted_meat_can,potted_meat_can
n5_scene0052,7,8,3,2,1,27.6,46.7,0,knife,potted_meat_can
n5_scene0052,7,11,6,4,2,12.1,114.8,0,knife,potted_meat_can
