scene,view,objA,objB,same,front_depth_diff_mm,rel_diff
stack3_scene0019,view_el60_az180,foam_brick,mug,0,207.6,3.95
stack3_scene0019,view_el60_az180,foam_brick,mug,0,211.8,1.56
stack3_scene0019,view_el60_az180,foam_brick,foam_brick,1,11.0,0.15
stack3_scene0019,view_el60_az180,foam_brick,mug,0,215.9,4.99
stack3_scene0019,view_el60_az180,foam_brick,mug,0,214.2,5.3
stack3_scene0019,view_el60_az180,foam_brick,mug,0,204.9,2.82
stack3_scene0019,view_el60_az180,foam_brick,mug,0,207.4,1.35
stack3_scene0019,view_el60_az180,mug,mug,1,4.1,0.03
stack3_scene0019,view_el60_az195,wood_block,wood_block,1,51.5,0.46
stack3_scene0019,view_el60_az195,wood_block,foam_brick,0,89.1,1.3
stack3_scene0019,view_el60_az195,wood_block,mug,0,166.9,2.37
stack3_scene0019,view_el60_az195,wood_block,mug,0,134.3,1.94
stack3_scene0019,view_el60_az195,wood_block,mug,0,122.8,1.89
stack3_scene0019,view_el60_az195,wood_block,foam_brick,0,73.7,0.97
stack3_scene0019,view_el60_az195,wood_block,mug,0,134.7,2.03
stack3_scene0019,view_el60_az195,wood_block,foam_brick,0,77.9,1.14
stack3_scene0019,view_el60_az195,wood_block,foam_brick,0,70.1,0.72
stack3_scene0019,view_el60_az195,foam_brick,foam_brick,1,7.8,0.12
stack3_scene0019,view_el60_az255,wood_block,foam_brick,0,72.0,0.89
stack3_scene0019,view_el60_az255,wood_block,foam_brick,0,69.0,0.59
stack3_scene0019,view_el60_az255,wood_block,wood_block,1,78.7,1.27
stack3_scene0019,view_el60_az255,foam_brick,wood_block,0,17.7,0.43
stack3_scene0019,view_el60_az255,wood_block,foam_brick,0,14.6,0.19
stack3_scene0019,view_el75_az105,wood_block,foam_brick,0,46.4,0.5
stack3_scene0019,view_el75_az105,wood_block,foam_brick,0,36.1,0.26
stack3_scene0019,view_el75_az105,foam_brick,wood_block,0,80.3,0.88
stack3_scene0019,view_el75_az105,wood_block,foam_brick,0,70.0,0.51
stack3_scene0019,view_el75_az225,foam_brick,wood_block,0,17.5,0.39
stack3_scene0019,view_el75_az225,foam_brick,wood_block,0,41.9,0.62
stack3_scene0019,view_el75_az225,foam_brick,wood_block,0,9.2,0.19
stack3_scene0019,view_el90,foam_brick,wood_block,0,35.0,0.82
stack3_scene0019,view_el90,foam_brick,foam_brick,1,135.0,1.26
stack3_scene0019,view_el90,foam_brick,foam_brick,1,5.0,0.2
stack3_scene0019,view_el90,foam_brick,foam_brick,1,10.0,0.44
stack3_scene0020,view_el30_az135,cups,cups,1,10.8,0.41
stack3_scene0020,view_el30_az135,tuna_fish_can,tuna_fish_can,1,2.2,0.18
stack3_scene0020,view_el30_az135,tuna_fish_can,tuna_fish_can,1,1.4,0.12
stack3_scene0020,view_el30_az195,tuna_fish_can,tuna_fish_can,1,0.3,0.02
stack3_scene0020,view_el30_az210,cups,cups,1,21.7,0.97
stack3_scene0020,view_el30_az240,cups,cups,1,17.3,0.72
stack3_scene0020,view_el45_az135,tuna_fish_can,tuna_fish_can,1,4.6,0.4
stack3_scene0020,view_el45_az135,tuna_fish_can,tuna_fish_can,1,4.2,0.36
stack3_scene0020,view_el45_az225,cups,cups,1,20.8,0.73
stack3_scene0020,view_el60_az180,cups,cups,1,36.5,1.4
stack3_scene0020,view_el60_az180,cups,cups,1,45.8,2.35
stack3_scene0020,view_el60_az180,cups,cups,1,9.3,0.84
stack3_scene0020,view_el60_az195,cups,cups,1,41.4,1.77
stack3_scene0020,view_el60_az255,cups,cups,1,24.8,0.95
stack3_scene0020,view_el60_az255,cups,cups,1,25.1,0.99
stack4_scene0001,view_el30_az135,wood_block,racquetball,0,159.7,4.58
stack4_scene0001,view_el30_az135,cups,cups,1,13.3,0.46
stack4_scene0001,view_el30_az195,wood_block,racquetball,0,169.2,4.38
stack4_scene0001,view_el30_az195,wood_block,racquetball,0,164.4,4.45
stack4_scene0001,view_el30_az195,cups,cups,1,5.3,0.21
stack4_scene0001,view_el30_az210,cups,cups,1,2.0,0.08
stack4_scene0001,view_el30_az240,cups,cups,1,1.0,0.04
stack4_scene0001,view_el30_az240,racquetball,racquetball,1,11.9,0.95
stack4_scene0001,view_el45_az135,wood_block,cups,0,181.3,3.77
stack4_scene0001,view_el45_az135,wood_block,cups,0,181.2,3.55
stack4_scene0001,view_el45_az135,wood_block,racquetball,0,162.0,3.65
stack4_scene0001,view_el45_az135,cups,cups,1,1.8,0.07
stack4_scene0001,view_el45_az135,cups,cups,1,9.8,0.33
stack4_scene0001,view_el60_az180,wood_block,wood_block,1,7.4,0.07
stack4_scene0001,view_el60_az180,wood_block,wood_block,1,53.6,0.63
stack4_scene0001,view_el60_az180,wood_block,wood_block,1,25.1,0.32
stack4_scene0001,view_el60_az180,wood_block,wood_block,1,29.0,0.4
stack4_scene0001,view_el60_az195,wood_block,racquetball,0,165.7,2.96
stack4_scene0001,view_el60_az195,wood_block,wood_block,1,46.6,0.66
stack4_scene0001,view_el60_az195,wood_block,racquetball,0,196.1,4.84
stack4_scene0001,view_el60_az195,wood_block,racquetball,0,149.5,2.87
stack4_scene0001,view_el60_az195,cups,cups,1,12.6,0.49
stack4_scene0001,view_el60_az255,wood_block,wood_block,1,60.5,0.78
stack4_scene0001,view_el60_az255,cups,cups,1,12.7,0.6
stack4_scene0001,view_el60_az255,cups,cups,1,16.4,0.67
stack4_scene0001,view_el75_az225,wood_block,wood_block,1,54.6,0.8
stack4_scene0001,view_el75_az225,wood_block,wood_block,1,51.3,0.74
stack4_scene0002,view_el30_az135,tomato_soup_can,tuna_fish_can,0,23.9,1.19
stack4_scene0002,view_el30_az135,knife,knife,1,64.8,2.31
stack4_scene0002,view_el30_az195,tomato_soup_can,tuna_fish_can,0,28.1,1.39
stack4_scene0002,view_el30_az195,knife,knife,1,88.6,2.26
stack4_scene0002,view_el30_az210,tomato_soup_can,tuna_fish_can,0,26.7,1.22
stack4_scene0002,view_el30_az210,knife,knife,1,78.8,2.26
stack4_scene0002,view_el30_az240,tomato_soup_can,tuna_fish_can,0,26.5,1.34
stack4_scene0002,view_el45_az135,tomato_soup_can,tuna_fish_can,0,43.0,1.62
stack4_scene0002,view_el45_az135,tomato_soup_can,tuna_fish_can,0,33.5,1.32
stack4_scene0002,view_el45_az135,tomato_soup_can,tomato_soup_can,1,24.9,0.82
stack4_scene0002,view_el45_az135,knife,knife,1,49.5,2.42
stack4_scene0002,view_el45_az225,tomato_soup_can,tuna_fish_can,0,48.4,1.8
stack4_scene0002,view_el45_az225,knife,knife,1,50.0,2.47
stack4_scene0002,view_el60_az180,tomato_soup_can,tuna_fish_can,0,66.8,2.26
stack4_scene0002,view_el60_az180,tomato_soup_can,tomato_soup_can,1,28.3,0.94
stack4_scene0002,view_el60_az180,tomato_soup_can,tuna_fish_can,0,49.0,1.74
stack4_scene0002,view_el60_az180,knife,knife,1,48.8,2.34
stack4_scene0002,view_el60_az195,tomato_soup_can,tuna_fish_can,0,66.2,2.25
stack4_scene0002,view_el60_az195,knife,knife,1,46.4,2.23
stack4_scene0002,view_el60_az255,tomato_soup_can,tuna_fish_can,0,66.1,2.07
stack4_scene0002,view_el75_az105,tomato_soup_can,tuna_fish_can,0,97.5,4.03
stack4_scene0002,view_el75_az105,knife,knife,1,1.0,0.21
stack4_scene0002,view_el75_az105,knife,knife,1,1.0,0.21
stack4_scene0002,view_el75_az225,knife,knife,1,12.3,1.61
stack4_scene0002,view_el90,knife,knife,1,5.0,1.0
stack4_scene0003,view_el30_az135,master_chef_can,pudding_box,0,41.4,1.42
stack4_scene0003,view_el30_az195,master_chef_can,pudding_box,0,31.2,1.09
stack4_scene0003,view_el30_az210,master_chef_can,pudding_box,0,27.7,1.04
stack4_scene0003,view_el30_az210,master_chef_can,pudding_box,0,20.9,0.76
stack4_scene0003,view_el30_az210,master_chef_can,master_chef_can,1,31.3,0.85
stack4_scene0003,view_el30_az240,master_chef_can,pudding_box,0,35.4,1.03
stack4_scene0003,view_el30_az240,master_chef_can,apple,0,185.3,5.89
stack4_scene0003,view_el30_az240,master_chef_can,pudding_box,0,28.7,0.84
stack4_scene0003,view_el30_az240,master_chef_can,master_chef_can,1,29.2,0.83
stack4_scene0003,view_el30_az240,master_chef_can,apple,0,178.6,5.73
stack4_scene0003,view_el45_az135,master_chef_can,pudding_box,0,66.8,1.96
stack4_scene0003,view_el45_az135,master_chef_can,master_chef_can,1,30.6,0.71
stack4_scene0003,view_el45_az135,master_chef_can,pudding_box,0,54.1,1.59
stack4_scene0003,view_el45_az225,master_chef_can,pudding_box,0,56.6,1.63
stack4_scene0003,view_el45_az225,master_chef_can,master_chef_can,1,31.6,0.72
stack4_scene0003,view_el45_az225,master_chef_can,pudding_box,0,43.5,1.32
stack4_scene0003,view_el60_az180,master_chef_can,pudding_box,0,86.7,2.1
stack4_scene0003,view_el60_az180,master_chef_can,master_chef_can,1,36.8,0.8
stack4_scene0003,view_el60_az180,master_chef_can,pudding_box,0,64.3,1.65
stack4_scene0003,view_el60_az195,master_chef_can,pudding_box,0,100.6,2.86
stack4_scene0003,view_el60_az195,master_chef_can,pudding_box,0,83.6,2.22
stack4_scene0003,view_el60_az195,master_chef_can,pudding_box,0,71.7,2.0
stack4_scene0003,view_el60_az195,master_chef_can,master_chef_can,1,36.0,0.76
stack4_scene0003,view_el60_az195,master_chef_can,pudding_box,0,60.7,1.74
stack4_scene0003,view_el60_az195,master_chef_can,pudding_box,0,48.7,1.47
stack4_scene0003,view_el60_az255,master_chef_can,apple,0,163.5,3.27
stack4_scene0003,view_el60_az255,master_chef_can,pudding_box,0,90.0,1.87
stack4_scene0003,view_el60_az255,master_chef_can,apple,0,160.0,3.17
stack4_scene0003,view_el60_az255,master_chef_can,pudding_box,0,95.2,2.33
stack4_scene0003,view_el60_az255,master_chef_can,apple,0,167.4,4.02
stack4_scene0003,view_el60_az255,master_chef_can,pudding_box,0,82.7,1.99
stack4_scene0003,view_el60_az255,master_chef_can,master_chef_can,1,31.6,0.56
stack4_scene0003,view_el60_az255,master_chef_can,apple,0,177.4,5.0
stack4_scene0003,view_el60_az255,master_chef_can,pudding_box,0,61.3,1.57
stack4_scene0003,view_el75_az105,master_chef_can,master_chef_can,1,140.7,5.31
stack4_scene0003,view_el75_az105,master_chef_can,master_chef_can,1,71.7,1.28
stack4_scene0003,view_el75_az105,master_chef_can,master_chef_can,1,48.2,1.07
stack4_scene0003,view_el75_az225,master_chef_can,pudding_box,0,127.2,3.96
stack4_scene0003,view_el75_az225,master_chef_can,master_chef_can,1,44.2,1.09
stack4_scene0003,view_el75_az225,master_chef_can,master_chef_can,1,45.8,1.0
stack4_scene0003,view_el75_az225,master_chef_can,master_chef_can,1,0.9,0.01
stack4_scene0003,view_el75_az225,apple,apple,1,32.3,2.2
stack4_scene0003,view_el75_az225,master_chef_can,pudding_box,0,75.7,2.09
stack4_scene0003,view_el90,master_chef_can,pudding_box,0,130.0,2.48
stack4_scene0003,view_el90,master_chef_can,pudding_box,0,125.0,2.5
stack4_scene0003,view_el90,master_chef_can,pudding_box,0,135.0,1.86
stack4_scene0003,view_el90,apple,apple,1,20.0,1.6
stack4_scene0004,view_el30_az135,rubiks_cube,rubiks_cube,1,10.9,0.24
stack4_scene0004,view_el30_az135,rubiks_cube,rubiks_cube,1,6.4,0.33
stack4_scene0004,view_el30_az135,rubiks_cube,rubiks_cube,1,5.3,0.35
stack4_scene0004,view_el30_az135,rubiks_cube,rubiks_cube,1,4.7,0.24
stack4_scene0004,view_el30_az135,rubiks_cube,rubiks_cube,1,2.2,0.11
stack4_scene0004,view_el30_az135,bleach_cleanser,bleach_cleanser,1,4.4,0.18
stack4_scene0004,view_el30_az135,rubiks_cube,rubiks_cube,1,5.0,0.18
stack4_scene0004,view_el30_az135,rubiks_cube,rubiks_cube,1,5.6,0.17
stack4_scene0004,view_el30_az135,rubiks_cube,rubiks_cube,1,1.1,0.17
stack4_scene0004,view_el30_az135,rubiks_cube,rubiks_cube,1,6.9,1.02
stack4_scene0004,view_el30_az135,rubiks_cube,rubiks_cube,1,6.9,1.02
stack4_scene0004,view_el30_az135,rubiks_cube,rubiks_cube,1,6.9,2.5
stack4_scene0004,view_el30_az135,rubiks_cube,rubiks_cube,1,7.5,1.1
stack4_scene0004,view_el30_az135,rubiks_cube,rubiks_cube,1,1.1,0.37
stack4_scene0004,view_el30_az135,rubiks_cube,rubiks_cube,1,1.1,0.37
stack4_scene0004,view_el30_az135,rubiks_cube,rubiks_cube,1,6.9,0.59
stack4_scene0004,view_el30_az135,rubiks_cube,rubiks_cube,1,6.1,1.42
stack4_scene0004,view_el30_az135,rubiks_cube,rubiks_cube,1,5.6,0.49
stack4_scene0004,view_el30_az195,rubiks_cube,rubiks_cube,1,0.0,0.0
stack4_scene0004,view_el30_az195,rubiks_cube,rubiks_cube,1,5.6,0.78
stack4_scene0004,view_el30_az195,rubiks_cube,rubiks_cube,1,3.1,0.36
stack4_scene0004,view_el30_az195,rubiks_cube,rubiks_cube,1,0.5,0.07
stack4_scene0004,view_el30_az195,rubiks_cube,rubiks_cube,1,5.0,1.0
stack4_scene0004,view_el30_az195,rubiks_cube,rubiks_cube,1,10.6,2.11
stack4_scene0004,view_el30_az195,rubiks_cube,rubiks_cube,1,4.5,0.68
stack4_scene0004,view_el30_az195,rubiks_cube,rubiks_cube,1,9.5,2.06
stack4_scene0004,view_el30_az195,rubiks_cube,rubiks_cube,1,7.0,0.86
stack4_scene0004,view_el30_az195,rubiks_cube,rubiks_cube,1,3.9,0.85
stack4_scene0004,view_el30_az195,rubiks_cube,rubiks_cube,1,8.1,1.28
stack4_scene0004,view_el30_az195,rubiks_cube,rubiks_cube,1,3.1,0.85
stack4_scene0004,view_el30_az210,wood_block,bleach_cleanser,0,181.8,4.48
stack4_scene0004,view_el30_az210,wood_block,bleach_cleanser,0,193.2,2.16
stack4_scene0004,view_el30_az210,wood_block,wood_block,1,6.0,0.16
stack4_scene0004,view_el30_az210,wood_block,bleach_cleanser,0,184.6,4.25
stack4_scene0004,view_el30_az210,wood_block,bleach_cleanser,0,196.0,2.12
stack4_scene0004,view_el30_az210,bleach_cleanser,bleach_cleanser,1,11.4,0.12
stack4_scene0004,view_el45_az135,wood_block,wood_block,1,84.9,1.49
stack4_scene0004,view_el45_az135,bleach_cleanser,bleach_cleanser,1,75.3,1.33
stack4_scene0004,view_el45_az135,bleach_cleanser,bleach_cleanser,1,38.7,0.98
stack4_scene0004,view_el45_az135,bleach_cleanser,bleach_cleanser,1,10.8,0.34
stack4_scene0004,view_el45_az225,wood_block,wood_block,1,60.2,0.86
stack4_scene0004,view_el45_az225,wood_block,wood_block,1,49.7,0.85
stack4_scene0004,view_el45_az225,wood_block,bleach_cleanser,0,131.8,1.64
stack4_scene0004,view_el45_az225,wood_block,bleach_cleanser,0,92.1,1.76
stack4_scene0004,view_el45_az225,wood_block,bleach_cleanser,0,189.4,3.72
stack4_scene0004,view_el45_az225,wood_block,bleach_cleanser,0,136.2,5.07
stack4_scene0004,view_el60_az180,bleach_cleanser,bleach_cleanser,1,77.8,1.5
stack4_scene0004,view_el60_az180,bleach_cleanser,bleach_cleanser,1,74.6,1.43
stack4_scene0004,view_el60_az180,bleach_cleanser,bleach_cleanser,1,28.0,0.39
stack4_scene0004,view_el60_az180,bleach_cleanser,bleach_cleanser,1,26.5,1.15
stack4_scene0004,view_el60_az180,rubiks_cube,rubiks_cube,1,12.8,0.65
stack4_scene0004,view_el60_az180,bleach_cleanser,bleach_cleanser,1,23.3,1.0
stack4_scene0004,view_el60_az180,bleach_cleanser,bleach_cleanser,1,11.2,0.52
stack4_scene0004,view_el60_az195,rubiks_cube,rubiks_cube,1,26.0,1.21
stack4_scene0004,view_el60_az195,bleach_cleanser,bleach_cleanser,1,0.4,0.03
stack4_scene0004,view_el60_az255,wood_block,wood_block,1,109.6,1.42
stack4_scene0004,view_el75_az105,bleach_cleanser,bleach_cleanser,1,74.8,0.98
stack4_scene0004,view_el75_az225,wood_block,bleach_cleanser,0,110.7,1.34
stack4_scene0004,view_el75_az225,wood_block,bleach_cleanser,0,94.4,1.34
stack4_scene0004,view_el75_az225,wood_block,bleach_cleanser,0,148.2,1.54
stack4_scene0004,view_el75_az225,wood_block,bleach_cleanser,0,106.1,0.99
stack4_scene0004,view_el75_az225,wood_block,bleach_cleanser,0,89.8,0.94
stack4_scene0004,view_el75_az225,wood_block,bleach_cleanser,0,143.7,1.19
stack4_scene0004,view_el75_az225,bleach_cleanser,bleach_cleanser,1,53.9,0.83
stack4_scene0004,view_el75_az225,bleach_cleanser,bleach_cleanser,1,30.8,0.81
stack4_scene0004,view_el75_az225,bleach_cleanser,bleach_cleanser,1,24.1,0.52
stack4_scene0004,view_el75_az225,bleach_cleanser,bleach_cleanser,1,68.8,1.03
stack4_scene0004,view_el75_az225,rubiks_cube,rubiks_cube,1,9.4,0.47
stack4_scene0004,view_el90,bleach_cleanser,bleach_cleanser,1,80.0,0.97
stack4_scene0004,view_el90,bleach_cleanser,bleach_cleanser,1,30.0,0.6
stack4_scene0004,view_el90,bleach_cleanser,bleach_cleanser,1,35.0,0.42
stack4_scene0004,view_el90,rubiks_cube,rubiks_cube,1,25.0,1.43
stack4_scene0005,view_el30_az135,cups,cups,1,8.3,0.6
stack4_scene0005,view_el30_az135,fork,fork,1,62.3,2.42
stack4_scene0005,view_el30_az195,fork,fork,1,87.2,2.89
stack4_scene0005,view_el30_az195,cups,cups,1,13.9,1.05
stack4_scene0005,view_el30_az210,fork,fork,1,77.2,2.84
stack4_scene0005,view_el30_az240,cups,cups,1,13.1,0.89
stack4_scene0005,view_el30_az240,cups,cups,1,13.1,0.86
stack4_scene0005,view_el45_az135,cups,cups,1,13.7,0.84
stack4_scene0005,view_el45_az135,cups,cups,1,17.7,1.17
stack4_scene0005,view_el45_az135,fork,fork,1,50.0,2.7
stack4_scene0005,view_el45_az225,fork,fork,1,50.0,2.5
stack4_scene0005,view_el45_az225,cups,cups,1,16.2,0.93
stack4_scene0005,view_el60_az180,fork,fork,1,48.2,2.57
stack4_scene0005,view_el60_az195,fork,fork,1,46.4,2.47
stack4_scene0005,view_el60_az255,fork,fork,1,10.3,1.35
stack4_scene0005,view_el60_az255,fork,fork,1,7.7,1.3
stack4_scene0005,view_el60_az255,fork,fork,1,3.9,1.04
stack4_scene0005,view_el75_az225,fork,fork,1,15.1,2.02
stack4_scene0005,view_el90,fork,fork,1,5.0,1.0
stack4_scene0006,view_el30_az135,tomato_soup_can,cups,0,156.4,6.46
stack4_scene0006,view_el30_az135,tomato_soup_can,gelatin_box,0,22.5,0.99
stack4_scene0006,view_el30_az135,tomato_soup_can,cups,0,158.9,6.85
stack4_scene0006,view_el30_az135,tomato_soup_can,cups,0,151.1,6.32
stack4_scene0006,view_el30_az135,cups,tomato_soup_can,0,167.5,8.54
stack4_scene0006,view_el30_az135,cups,cups,1,7.8,0.39
stack4_scene0006,view_el30_az135,tomato_soup_can,cups,0,162.2,8.39
stack4_scene0006,view_el30_az195,tomato_soup_can,gelatin_box,0,24.8,1.35
stack4_scene0006,view_el30_az195,cups,cups,1,8.4,0.31
stack4_scene0006,view_el30_az210,tomato_soup_can,gelatin_box,0,25.1,1.23
stack4_scene0006,view_el30_az210,cups,cups,1,6.6,0.26
stack4_scene0006,view_el30_az240,tomato_soup_can,gelatin_box,0,25.8,1.07
stack4_scene0006,view_el30_az240,cups,cups,1,0.2,0.01
stack4_scene0006,view_el45_az135,tomato_soup_can,cups,0,147.1,4.79
stack4_scene0006,view_el45_az135,tomato_soup_can,gelatin_box,0,43.0,1.7
stack4_scene0006,view_el45_az135,tomato_soup_can,cups,0,153.9,5.25
stack4_scene0006,view_el45_az135,tomato_soup_can,gelatin_box,0,32.4,1.26
stack4_scene0006,view_el45_az135,tomato_soup_can,tomato_soup_can,1,21.0,0.76
stack4_scene0006,view_el45_az135,cups,tomato_soup_can,0,157.4,6.71
stack4_scene0006,view_el45_az135,tomato_soup_can,cups,0,164.3,7.44
stack4_scene0006,view_el45_az135,cups,cups,1,13.3,0.53
stack4_scene0006,view_el45_az225,tomato_soup_can,gelatin_box,0,66.6,2.58
stack4_scene0006,view_el45_az225,tomato_soup_can,gelatin_box,0,48.5,1.78
stack4_scene0006,view_el45_az225,tomato_soup_can,gelatin_box,0,30.8,1.36
stack4_scene0006,view_el45_az225,cups,cups,1,29.2,1.84
stack4_scene0006,view_el60_az180,tomato_soup_can,gelatin_box,0,66.6,2.61
stack4_scene0006,view_el60_az180,tomato_soup_can,gelatin_box,0,64.8,2.51
stack4_scene0006,view_el60_az180,tomato_soup_can,tomato_soup_can,1,27.6,0.92
stack4_scene0006,view_el60_az180,gelatin_box,tomato_soup_can,0,48.8,1.99
stack4_scene0006,view_el60_az180,cups,cups,1,12.8,0.5
stack4_scene0006,view_el60_az180,cups,cups,1,31.0,1.19
stack4_scene0006,view_el60_az195,tomato_soup_can,gelatin_box,0,78.0,1.88
stack4_scene0006,view_el60_az195,tomato_soup_can,gelatin_box,0,64.6,2.32
stack4_scene0006,view_el60_az195,cups,cups,1,9.3,0.41
stack4_scene0006,view_el60_az195,cups,cups,1,20.5,1.12
stack4_scene0006,view_el60_az195,cups,cups,1,29.7,1.15
stack4_scene0006,view_el60_az255,tomato_soup_can,gelatin_box,0,60.1,2.14
stack4_scene0006,view_el60_az255,cups,cups,1,17.4,0.89
stack4_scene0006,view_el75_az105,cups,cups,1,26.0,0.92
stack4_scene0006,view_el75_az225,tomato_soup_can,gelatin_box,0,95.0,4.72
stack4_scene0006,view_el75_az225,tomato_soup_can,gelatin_box,0,84.0,4.08
stack4_scene0006,view_el75_az225,tomato_soup_can,tomato_soup_can,1,52.4,2.57
stack4_scene0006,view_el75_az225,gelatin_box,tomato_soup_can,0,60.4,2.56
stack4_scene0006,view_el90,tomato_soup_can,gelatin_box,0,90.0,3.6
stack4_scene0006,view_el90,cups,cups,1,0.0,0.0
stack4_scene0007,view_el30_az135,sugar_box,sponge,0,38.3,1.17
stack4_scene0007,view_el30_az135,sugar_box,sugar_box,1,37.0,1.21
stack4_scene0007,view_el30_az135,sugar_box,sponge,0,25.0,0.92
stack4_scene0007,view_el30_az135,sugar_box,sugar_box,1,16.9,0.63
stack4_scene0007,view_el30_az135,sugar_box,sponge,0,22.8,0.92
stack4_scene0007,view_el30_az195,sugar_box,tomato_soup_can,0,171.4,4.43
stack4_scene0007,view_el30_az195,sugar_box,tomato_soup_can,0,177.9,4.97
stack4_scene0007,view_el30_az195,sugar_box,sponge,0,37.9,1.39
stack4_scene0007,view_el30_az195,sugar_box,tomato_soup_can,0,198.7,7.55
stack4_scene0007,view_el30_az195,sugar_box,sponge,0,18.9,0.81
stack4_scene0007,view_el30_az195,sugar_box,sponge,0,19.2,0.82
stack4_scene0007,view_el30_az210,sugar_box,sponge,0,57.0,1.79
stack4_scene0007,view_el30_az210,sugar_box,sponge,0,38.0,1.22
stack4_scene0007,view_el30_az210,sugar_box,sugar_box,1,39.3,1.14
stack4_scene0007,view_el30_az210,sugar_box,sponge,0,19.8,0.7
stack4_scene0007,view_el30_az210,sugar_box,sponge,0,18.6,0.62
stack4_scene0007,view_el30_az210,sponge,sugar_box,0,8.9,0.41
stack4_scene0007,view_el30_az240,sugar_box,lemon,0,214.1,6.83
stack4_scene0007,view_el30_az240,sugar_box,sponge,0,35.7,1.07
stack4_scene0007,view_el30_az240,sugar_box,sugar_box,1,36.1,0.98
stack4_scene0007,view_el30_az240,sugar_box,sponge,0,24.6,0.88
stack4_scene0007,view_el30_az240,sugar_box,sponge,0,18.5,0.84
stack4_scene0007,view_el30_az240,sponge,sugar_box,0,12.4,0.57
stack4_scene0007,view_el45_az135,sugar_box,sponge,0,78.6,2.26
stack4_scene0007,view_el45_az135,sugar_box,sponge,0,68.7,1.83
stack4_scene0007,view_el45_az135,sugar_box,sugar_box,1,52.4,1.54
stack4_scene0007,view_el45_az135,sugar_box,sugar_box,1,29.5,1.03
stack4_scene0007,view_el45_az135,sugar_box,sponge,0,43.9,1.51
stack4_scene0007,view_el45_az135,sugar_box,sponge,0,40.8,1.52
stack4_scene0007,view_el45_az225,sugar_box,sponge,0,69.9,1.89
stack4_scene0007,view_el45_az225,sugar_box,lemon,0,230.9,7.26
stack4_scene0007,view_el45_az225,sugar_box,sugar_box,1,48.1,1.36
stack4_scene0007,view_el45_az225,sugar_box,sugar_box,1,49.9,1.49
stack4_scene0007,view_el45_az225,sugar_box,lemon,0,247.8,12.08
stack4_scene0007,view_el45_az225,sugar_box,sponge,0,41.4,1.44
stack4_scene0007,view_el45_az225,sugar_box,sponge,0,39.5,1.46
stack4_scene0007,view_el45_az225,sponge,sugar_box,0,23.9,0.94
stack4_scene0007,view_el60_az180,sugar_box,sponge,0,100.6,2.36
stack4_scene0007,view_el60_az180,sugar_box,sugar_box,1,64.3,1.63
stack4_scene0007,view_el60_az180,sugar_box,sponge,0,58.1,1.81
stack4_scene0007,view_el60_az195,sugar_box,sponge,0,100.7,2.45
stack4_scene0007,view_el60_az195,sugar_box,sponge,0,55.9,1.92
stack4_scene0007,view_el60_az255,sugar_box,sponge,0,102.5,1.74
stack4_scene0007,view_el60_az255,sugar_box,sugar_box,1,34.9,0.62
stack4_scene0007,view_el60_az255,sugar_box,sugar_box,1,0.9,0.03
stack4_scene0007,view_el60_az255,sugar_box,sponge,0,83.2,1.24
stack4_scene0007,view_el60_az255,sponge,sugar_box,0,35.0,0.74
stack4_scene0007,view_el60_az255,sponge,sugar_box,0,94.9,2.04
stack4_scene0007,view_el60_az255,sponge,sugar_box,0,13.2,0.27
stack4_scene0007,view_el60_az255,sugar_box,sugar_box,1,64.4,1.65
stack4_scene0007,view_el75_az105,sugar_box,sponge,0,90.4,1.38
stack4_scene0007,view_el75_az105,sugar_box,sugar_box,1,1.3,0.06
stack4_scene0007,view_el75_az105,sponge,sugar_box,0,105.6,1.97
stack4_scene0007,view_el75_az105,sponge,sugar_box,0,53.1,0.79
stack4_scene0007,view_el75_az105,sugar_box,sugar_box,1,40.0,1.64
stack4_scene0007,view_el75_az225,sugar_box,sponge,0,132.7,2.63
stack4_scene0007,view_el90,sugar_box,sponge,0,100.0,1.55
stack4_scene0007,view_el90,sugar_box,sugar_box,1,55.0,2.2
stack4_scene0007,view_el90,sugar_box,sponge,0,100.0,1.54
stack4_scene0007,view_el90,sugar_box,sugar_box,1,55.0,2.15
stack4_scene0007,view_el90,sugar_box,sponge,0,100.0,1.6
stack4_scene0007,view_el90,sugar_box,sugar_box,1,40.0,1.23
stack4_scene0007,view_el90,sponge,sugar_box,0,105.0,1.95
stack4_scene0008,view_el30_az135,master_chef_can,orange,0,185.6,5.78
stack4_scene0008,view_el30_az135,master_chef_can,master_chef_can,1,28.0,0.88
stack4_scene0008,view_el30_az135,master_chef_can,master_chef_can,1,5.3,0.18
stack4_scene0008,view_el30_az135,master_chef_can,orange,0,178.1,5.6
stack4_scene0008,view_el30_az135,master_chef_can,master_chef_can,1,1.4,0.05
stack4_scene0008,view_el30_az135,cups,cups,1,3.9,0.16
stack4_scene0008,view_el30_az135,master_chef_can,orange,0,206.2,8.93
stack4_scene0008,view_el30_az135,orange,master_chef_can,0,177.8,9.2
stack4_scene0008,view_el30_az195,master_chef_can,cups,0,105.1,3.2
stack4_scene0008,view_el30_az195,master_chef_can,cups,0,104.2,2.81
stack4_scene0008,view_el30_az195,master_chef_can,cups,0,110.7,3.64
stack4_scene0008,view_el30_az195,master_chef_can,cups,0,109.8,3.18
stack4_scene0008,view_el30_az195,master_chef_can,master_chef_can,1,32.3,1.09
stack4_scene0008,view_el30_az195,cups,cups,1,1.8,0.06
