class,shoulder,plane_med,zov,objA,objB,scene
並排有縫,0.5217391304347826,135.3,1.0,tomato_soup_can,cups,occ3_scene0013
同物過切,0.65625,5.7,0.88,cups,cups,occ3_scene0013
同物過切,0.7333333333333334,10.8,1.0,mustard_bottle,mustard_bottle,occ3_scene0014
並排有縫,0.1333333333333333,66.8,1.0,mustard_bottle,sugar_box,occ3_scene0014
並排有縫,0.2666666666666667,52.0,1.0,mustard_bottle,sugar_box,occ3_scene0014
同物過切,0.1333333333333333,10.7,0.07,sugar_box,sugar_box,occ3_scene0014
並排有縫,0.8043478260869565,60.6,0.88,padlock,apple,occ3_scene0015
同物過切,0.5384615384615384,89.7,1.0,apple,apple,occ3_scene0015
並排有縫,0.8695652173913043,84.0,0.88,padlock,apple,occ3_scene0015
同物過切,0.40909090909090906,5.3,0.0,bleach_cleanser,bleach_cleanser,occ3_scene0016
同物過切,0.7727272727272727,2.1,1.0,bleach_cleanser,bleach_cleanser,occ3_scene0016
同物過切,0.9090909090909091,14.2,0.68,bleach_cleanser,bleach_cleanser,occ3_scene0016
同物過切,0.8461538461538461,9.4,0.42,bleach_cleanser,bleach_cleanser,occ3_scene0016
並排有縫,0.5945945945945945,122.9,1.0,cracker_box,softball,occ3_scene0017
同物過切,0.5333333333333333,7.7,0.93,cracker_box,cracker_box,occ3_scene0017
並排有縫,0.7,136.4,1.0,cracker_box,softball,occ3_scene0017
並排有縫,0.8918918918918919,136.4,0.3,cracker_box,softball,occ3_scene0017
並排有縫,0.7323943661971831,79.2,1.0,plum,flat_screwdriver,occ3_scene0018
並排有縫,0.0,127.8,1.0,padlock,softball,occ3_scene0019
同物過切,0.6727272727272727,10.6,1.0,tuna_fish_can,tuna_fish_can,occ3_scene0019
並排有縫,0.4181818181818182,127.2,1.0,tuna_fish_can,softball,occ3_scene0019
同物過切,0.7096774193548387,6.4,0.4,wood_block,wood_block,occ3_scene0020
並排有縫,0.34883720930232553,136.7,1.0,mini_soccer_ball,orange,occ3_scene0020
同物過切,0.8,4.7,1.0,wood_block,wood_block,occ3_scene0020
並排有縫,0.42028985507246375,158.5,1.0,mini_soccer_ball,wood_block,occ3_scene0020
並排有縫,0.2790697674418605,174.5,0.0,orange,wood_block,occ3_scene0020
同物過切,0.5161290322580645,8.6,0.6,wood_block,wood_block,occ3_scene0020
並排有縫,0.06976744186046513,127.8,1.0,wood_block,orange,occ3_scene0020
並排有縫,0.9420289855072463,158.0,0.92,mini_soccer_ball,wood_block,occ3_scene0020
同物過切,0.3548387096774194,5.3,1.0,wood_block,wood_block,occ3_scene0020
同物過切,0.6506849315068493,10.5,0.4,master_chef_can,master_chef_can,occ4_scene0001
並排有縫,0.8235294117647058,61.8,1.0,master_chef_can,cups,occ4_scene0001
並排有縫,0.030303030303030276,63.7,1.0,cups,strawberry,occ4_scene0001
同物過切,0.08333333333333337,80.6,1.0,cups,cups,occ4_scene0001
並排有縫,0.9178082191780822,71.0,0.0,cups,master_chef_can,occ4_scene0001
並排有縫,0.7843137254901961,80.6,1.0,master_chef_can,cups,occ4_scene0001
並排有縫,0.1333333333333333,70.4,1.0,mustard_bottle,master_chef_can,occ4_scene0002
同物過切,0.7214285714285714,12.7,0.33,master_chef_can,master_chef_can,occ4_scene0002
並排有縫,0.7928571428571428,63.2,1.0,mustard_bottle,master_chef_can,occ4_scene0002
並排有縫,0.7214285714285714,66.5,0.0,master_chef_can,cups,occ4_scene0002
並排有縫,0.5925925925925926,134.7,1.0,bleach_cleanser,pudding_box,occ4_scene0003
並排有縫,0.4545454545454546,260.2,0.0,bleach_cleanser,pudding_box,occ4_scene0003
並排有縫,0.31034482758620685,98.7,1.0,pudding_box,cups,occ4_scene0003
同物過切,0.4,10.8,1.0,bleach_cleanser,bleach_cleanser,occ4_scene0003
並排有縫,0.2592592592592593,229.5,0.0,bleach_cleanser,pudding_box,occ4_scene0003
並排有縫,0.04761904761904767,100.8,0.86,pudding_box,bleach_cleanser,occ4_scene0003
並排有縫,0.5925925925925926,229.5,0.0,bleach_cleanser,pudding_box,occ4_scene0003
並排有縫,0.6206896551724138,98.7,1.0,pudding_box,cups,occ4_scene0003
並排有縫,0.2592592592592593,134.7,1.0,bleach_cleanser,pudding_box,occ4_scene0003
並排有縫,0.7,260.2,0.0,bleach_cleanser,pudding_box,occ4_scene0003
並排有縫,0.1724137931034483,60.3,1.0,cups,strawberry,occ4_scene0003
並排有縫,0.5344827586206897,234.5,0.0,bleach_cleanser,pudding_box,occ4_scene0003
並排有縫,0.47619047619047616,100.8,0.29,pudding_box,bleach_cleanser,occ4_scene0003
並排有縫,0.5,57.9,1.0,pudding_box,cups,occ4_scene0003
並排有縫,0.26415094339622647,79.7,1.0,pear,mug,occ4_scene0004
並排有縫,0.3157894736842105,67.1,0.9,gelatin_box,pear,occ4_scene0004
並排有縫,0.5344827586206897,92.5,1.0,cups,cups,occ4_scene0005
並排有縫,0.47058823529411764,92.7,0.62,cups,cups,occ4_scene0005
並排有縫,0.25,88.2,1.0,cups,cups,occ4_scene0005
同物過切,0.6862745098039216,51.4,0.88,cups,cups,occ4_scene0005
並排有縫,0.5555555555555556,43.7,1.0,cups,cups,occ4_scene0005
同物過切,0.5925925925925926,23.8,1.0,cups,cups,occ4_scene0005
並排有縫,0.2941176470588235,86.9,0.5,cups,cups,occ4_scene0005
並排有縫,0.6944444444444444,37.1,0.83,cups,cups,occ4_scene0005
同物過切,0.7666666666666666,10.0,1.0,cups,cups,occ4_scene0006
並排有縫,0.2682926829268293,80.9,1.0,softball,cups,occ4_scene0006
並排有縫,0.6666666666666667,77.9,0.95,softball,cups,occ4_scene0006
並排有縫,0.4675324675324676,46.0,1.0,softball,cups,occ4_scene0006
同物過切,0.5194805194805194,5.0,1.0,cups,cups,occ4_scene0006
同物過切,0.5,10.5,1.0,rubiks_cube,rubiks_cube,occ4_scene0007
並排有縫,0.5,75.8,1.0,rubiks_cube,lemon,occ4_scene0007
並排有縫,0.1707317073170732,76.7,1.0,wood_block,golf_ball,occ4_scene0008
同物過切,0.2195121951219512,6.5,1.0,wood_block,wood_block,occ4_scene0008
並排有縫,0.08823529411764708,53.5,1.0,golf_ball,cups,occ4_scene0008
並排有縫,0.5609756097560976,166.3,1.0,wood_block,cups,occ4_scene0008
並排有縫,0.12195121951219512,143.9,1.0,wood_block,cups,occ4_scene0008
並排有縫,0.6,118.2,1.0,tomato_soup_can,bowl,occ4_scene0009
並排有縫,0.1568627450980392,71.9,1.0,tomato_soup_can,racquetball,occ4_scene0009
並排有縫,0.55,101.1,0.5,bowl,tomato_soup_can,occ4_scene0009
並排有縫,0.5581395348837209,57.3,0.92,racquetball,tennis_ball,occ4_scene0009
並排有縫,0.75,55.6,0.0,tomato_soup_can,tennis_ball,occ4_scene0009
並排有縫,0.2941176470588235,63.8,1.0,tomato_soup_can,tennis_ball,occ4_scene0009
並排有縫,0.627906976744186,33.2,1.0,bowl,racquetball,occ4_scene0009
並排有縫,0.7906976744186046,66.0,0.0,tomato_soup_can,racquetball,occ4_scene0009
並排有縫,0.31707317073170727,70.9,1.0,peach,bleach_cleanser,occ4_scene0010
並排有縫,0.21153846153846156,48.7,1.0,cups,peach,occ4_scene0010
並排有縫,0.803921568627451,63.6,1.0,peach,bleach_cleanser,occ4_scene0010
並排有縫,0.6056338028169015,155.3,1.0,bleach_cleanser,flat_screwdriver,occ4_scene0010
同物過切,0.6799999999999999,19.4,0.46,bleach_cleanser,bleach_cleanser,occ4_scene0010
同物過切,0.5686274509803921,10.0,0.0,bleach_cleanser,bleach_cleanser,occ4_scene0010
並排有縫,0.5593220338983051,88.2,1.0,pitcher_base,cups,occ4_scene0011
並排有縫,0.7627118644067796,86.9,1.0,pitcher_base,cups,occ4_scene0011
並排有縫,0.4915254237288136,40.4,1.0,pitcher_base,cups,occ4_scene0011
並排有縫,0.0,36.1,1.0,cups,mug,occ4_scene0011
並排有縫,0.8983050847457628,28.6,1.0,pitcher_base,cups,occ4_scene0011
並排有縫,0.3076923076923077,7.2,0.57,cups,mug,occ4_scene0011
同物過切,0.3571428571428571,1.2,0.86,mug,mug,occ4_scene0011
同物過切,0.11538461538461542,37.9,0.89,cups,cups,occ4_scene0011
並排有縫,0.5254237288135593,187.9,1.0,pitcher_base,mug,occ4_scene0011
同物過切,0.23076923076923073,9.9,0.5,cups,cups,occ4_scene0011
並排有縫,0.1785714285714286,64.8,1.0,mug,cups,occ4_scene0011
並排有縫,0.5151515151515151,188.2,1.0,cups,wood_block,occ4_scene0012
同物過切,0.711864406779661,5.8,0.33,wood_block,wood_block,occ4_scene0012
同物過切,0.1071428571428571,1.3,1.0,wood_block,wood_block,occ4_scene0012
同物過切,0.7627118644067796,3.6,0.67,wood_block,wood_block,occ4_scene0012
並排有縫,0.08108108108108103,59.7,0.62,peach,cups,occ4_scene0013
並排有縫,0.49090909090909096,123.4,1.0,cups,banana,occ4_scene0013
並排有縫,0.17647058823529416,54.7,1.0,peach,cups,occ4_scene0013
並排有縫,0.08510638297872342,98.5,1.0,mustard_bottle,racquetball,occ4_scene0014
同物過切,0.6555555555555556,17.4,1.0,spatula,spatula,occ4_scene0014
同物過切,0.8904109589041096,42.9,0.0,sugar_box,sugar_box,occ4_scene0015
並排有縫,0.14634146341463417,77.4,1.0,wood_block,sugar_box,occ4_scene0015
並排有縫,0.6333333333333333,74.6,1.0,wood_block,sugar_box,occ4_scene0015
同物過切,0.8048780487804879,15.9,0.31,sugar_box,sugar_box,occ4_scene0015
同物過切,0.6571428571428571,18.8,1.0,wood_block,wood_block,occ4_scene0015
並排有縫,0.5862068965517242,76.6,1.0,sugar_box,wood_block,occ4_scene0015
同物過切,0.904109589041096,8.0,0.0,sugar_box,sugar_box,occ4_scene0015
並排有縫,0.5753424657534247,111.1,1.0,wood_block,sugar_box,occ4_scene0015
並排有縫,0.08333333333333337,86.7,1.0,sugar_box,wood_block,occ4_scene0015
同物過切,0.8292682926829268,6.4,0.15,sugar_box,sugar_box,occ4_scene0015
並排有縫,0.5205479452054795,67.0,1.0,wood_block,sugar_box,occ4_scene0015
並排有縫,0.6403508771929824,29.8,1.0,banana,foam_brick,occ4_scene0015
同物過切,0.7207207207207207,5.2,0.5,wood_block,wood_block,occ4_scene0015
同物過切,0.8493150684931507,33.5,0.0,sugar_box,sugar_box,occ4_scene0015
並排有縫,0.033333333333333326,55.6,1.0,wood_block,sugar_box,occ4_scene0015
並排有縫,0.24390243902439024,87.9,1.0,sugar_box,wood_block,occ4_scene0015
並排有縫,0.7666666666666666,72.3,1.0,wood_block,sugar_box,occ4_scene0015
同物過切,0.8904109589041096,28.8,0.0,sugar_box,sugar_box,occ4_scene0015
並排有縫,0.41666666666666663,86.7,1.0,sugar_box,wood_block,occ4_scene0015
並排有縫,0.4915254237288136,114.7,1.0,foam_brick,wood_block,occ4_scene0015
並排有縫,0.08823529411764708,74.4,1.0,strawberry,gelatin_box,occ4_scene0016
並排有縫,0.8,57.1,1.0,cups,cups,occ4_scene0017
並排有縫,0.625,70.7,1.0,mug,cups,occ4_scene0017
並排有縫,0.16000000000000003,70.8,0.15,cups,cups,occ4_scene0017
同物過切,0.540983606557377,0.5,0.78,mug,mug,occ4_scene0017
同物過切,0.4,47.1,0.6,cups,cups,occ4_scene0017
同物過切,0.8571428571428572,8.0,0.85,cups,cups,occ4_scene0017
並排有縫,0.5901639344262295,62.7,0.47,cups,mug,occ4_scene0017
並排有縫,0.5688073394495412,133.1,1.0,cups,sponge,occ4_scene0018
並排有縫,0.7981651376146789,95.4,1.0,cups,sponge,occ4_scene0018
並排有縫,0.6146788990825688,111.2,0.0,sponge,cups,occ4_scene0018
並排有縫,0.21276595744680848,106.3,1.0,cups,cups,occ4_scene0018
並排有縫,0.6190476190476191,97.1,1.0,cups,cups,occ4_scene0018
同物過切,0.11904761904761907,3.1,0.6,cups,cups,occ4_scene0018
並排有縫,0.7666666666666666,62.4,1.0,apple,tomato_soup_can,occ4_scene0019
並排有縫,0.619718309859155,67.1,1.0,apple,tomato_soup_can,occ4_scene0019
並排有縫,0.6724137931034483,62.9,1.0,tennis_ball,apple,occ4_scene0020
並排有縫,0.40625,91.9,0.91,gelatin_box,apple,occ4_scene0020
並排有縫,0.6764705882352942,222.4,0.0,pudding_box,bleach_cleanser,occ5_scene0001
同物過切,0.1428571428571429,19.3,0.25,bleach_cleanser,bleach_cleanser,occ5_scene0001
並排有縫,0.625,13.7,1.0,sponge,bleach_cleanser,occ5_scene0001
並排有縫,0.40909090909090906,237.3,1.0,bleach_cleanser,pudding_box,occ5_scene0001
並排有縫,0.368421052631579,66.8,0.5,bleach_cleanser,medium_clamp,occ5_scene0001
並排有縫,0.19999999999999996,57.0,1.0,pear,sponge,occ5_scene0001
並排有縫,0.2272727272727273,233.8,0.0,bleach_cleanser,pudding_box,occ5_scene0001
並排有縫,0.35,39.5,1.0,sponge,bleach_cleanser,occ5_scene0001
同物過切,0.3529411764705882,1.0,0.43,bleach_cleanser,bleach_cleanser,occ5_scene0001
並排有縫,0.5384615384615384,80.3,1.0,bleach_cleanser,medium_clamp,occ5_scene0001
並排有縫,0.5769230769230769,190.2,1.0,pudding_box,bleach_cleanser,occ5_scene0001
同物過切,0.5476190476190477,11.9,0.0,bleach_cleanser,bleach_cleanser,occ5_scene0001
並排有縫,0.78,107.6,1.0,pear,pudding_box,occ5_scene0001
同物過切,0.2666666666666667,10.0,0.0,bleach_cleanser,bleach_cleanser,occ5_scene0001
並排有縫,0.2093023255813954,113.8,1.0,cups,potted_meat_can,occ5_scene0002
並排有縫,0.8666666666666667,82.3,1.0,cups,potted_meat_can,occ5_scene0002
並排有縫,0.18604651162790697,91.4,1.0,cups,potted_meat_can,occ5_scene0002
並排有縫,0.375,143.7,1.0,cups,phillips_screwdriver,occ5_scene0002
同物過切,0.3555555555555555,1.5,0.33,potted_meat_can,potted_meat_can,occ5_scene0002
同物過切,0.8421052631578947,25.9,1.0,cups,cups,occ5_scene0002
同物過切,0.0444444444444444,7.2,0.33,potted_meat_can,potted_meat_can,occ5_scene0002
同物過切,0.33333333333333337,6.6,1.0,potted_meat_can,potted_meat_can,occ5_scene0003
並排有縫,0.4158415841584159,70.8,0.0,potted_meat_can,gelatin_box,occ5_scene0003
並排有縫,0.3076923076923077,51.3,1.0,cups,potted_meat_can,occ5_scene0003
並排有縫,0.018867924528301883,106.4,1.0,pear,cups,occ5_scene0003
並排有縫,0.11864406779661019,60.2,1.0,cups,gelatin_box,occ5_scene0003
並排有縫,0.576271186440678,78.0,1.0,potted_meat_can,gelatin_box,occ5_scene0003
並排有縫,0.6730769230769231,59.5,1.0,cups,potted_meat_can,occ5_scene0003
並排有縫,0.9207920792079208,4.4,1.0,potted_meat_can,cups,occ5_scene0003
並排有縫,0.47457627118644063,102.0,1.0,foam_brick,gelatin_box,occ5_scene0003
同物過切,0.6435643564356436,7.6,0.2,potted_meat_can,potted_meat_can,occ5_scene0003
並排有縫,0.8627450980392157,101.3,1.0,mug,cups,occ5_scene0004
同物過切,0.6511627906976745,19.7,0.0,bleach_cleanser,bleach_cleanser,occ5_scene0005
並排有縫,0.24137931034482762,7.6,1.0,peach,cups,occ5_scene0005
並排有縫,0.48275862068965514,26.4,0.77,bleach_cleanser,peach,occ5_scene0005
並排有縫,0.4727272727272728,209.7,0.0,bleach_cleanser,cups,occ5_scene0005
同物過切,0.40909090909090906,23.2,1.0,cups,cups,occ5_scene0005
並排有縫,0.6153846153846154,221.5,1.0,bleach_cleanser,orange,occ5_scene0005
並排有縫,0.7538461538461538,41.9,1.0,orange,cups,occ5_scene0005
並排有縫,0.1724137931034483,50.1,0.69,peach,bleach_cleanser,occ5_scene0005
同物過切,0.8620689655172413,50.2,0.0,bleach_cleanser,bleach_cleanser,occ5_scene0005
並排有縫,0.5454545454545454,211.4,1.0,bleach_cleanser,cups,occ5_scene0005
並排有縫,0.13793103448275867,60.1,1.0,bleach_cleanser,peach,occ5_scene0005
並排有縫,0.4482758620689655,71.1,1.0,peach,cups,occ5_scene0005
並排有縫,0.6615384615384615,129.4,1.0,orange,cups,occ5_scene0005
並排有縫,0.44999999999999996,54.5,0.95,bowl,tomato_soup_can,occ5_scene0006
並排有縫,0.42028985507246375,82.4,1.0,tomato_soup_can,foam_brick,occ5_scene0006
並排有縫,0.56,78.2,0.9,bowl,racquetball,occ5_scene0006
並排有縫,0.04166666666666663,87.4,0.0,tomato_soup_can,foam_brick,occ5_scene0006
並排有縫,0.8840579710144928,46.6,1.0,racquetball,foam_brick,occ5_scene0006
同物過切,0.4444444444444444,78.9,0.5,tomato_soup_can,tomato_soup_can,occ5_scene0006
並排有縫,0.6811594202898551,142.6,0.85,bowl,foam_brick,occ5_scene0006
並排有縫,0.5,50.5,1.0,tomato_soup_can,baseball,occ5_scene0006
並排有縫,0.48611111111111116,43.0,0.0,tomato_soup_can,baseball,occ5_scene0006
並排有縫,0.19999999999999996,180.5,1.0,tomato_soup_can,racquetball,occ5_scene0006
並排有縫,0.3055555555555556,173.1,0.0,tomato_soup_can,racquetball,occ5_scene0006
並排有縫,0.3508771929824561,79.2,1.0,orange,tomato_soup_can,occ5_scene0007
並排有縫,0.18918918918918914,57.6,1.0,peach,tomato_soup_can,occ5_scene0007
並排有縫,0.32727272727272727,130.5,1.0,tomato_soup_can,tennis_ball,occ5_scene0007
同物過切,0.52,4.3,0.33,tomato_soup_can,tomato_soup_can,occ5_scene0007
並排有縫,0.8771929824561404,158.2,1.0,orange,tennis_ball,occ5_scene0007
並排有縫,0.2666666666666667,116.4,0.0,tomato_soup_can,tennis_ball,occ5_scene0007
並排有縫,0.7090909090909091,46.9,0.92,peach,tennis_ball,occ5_scene0007
並排有縫,0.6,53.5,0.0,peach,tomato_soup_can,occ5_scene0007
並排有縫,0.9117647058823529,146.8,0.0,cracker_box,foam_brick,occ5_scene0008
並排有縫,0.7142857142857143,158.8,1.0,cracker_box,tennis_ball,occ5_scene0008
同物過切,0.8421052631578947,4.3,0.75,cracker_box,cracker_box,occ5_scene0008
並排有縫,0.7941176470588236,49.2,0.86,foam_brick,tennis_ball,occ5_scene0008
並排有縫,0.7857142857142857,158.8,0.0,cracker_box,tennis_ball,occ5_scene0008
並排有縫,0.935483870967742,146.8,1.0,cracker_box,foam_brick,occ5_scene0008
同物過切,0.7727272727272727,7.5,0.92,cracker_box,cracker_box,occ5_scene0008
同物過切,0.8235294117647058,2.0,0.88,cups,cups,occ5_scene0009
並排有縫,0.75,71.7,0.88,cups,softball,occ5_scene0009
並排有縫,0.11764705882352944,101.8,0.88,peach,softball,occ5_scene0009
並排有縫,0.3382352941176471,80.5,1.0,wood_block,softball,occ5_scene0009
同物過切,0.9798994974874372,18.4,1.0,wood_block,wood_block,occ5_scene0009
並排有縫,0.6666666666666667,142.3,1.0,peach,wood_block,occ5_scene0009
並排有縫,0.15094339622641506,74.9,1.0,phillips_screwdriver,wood_block,occ5_scene0009
並排有縫,0.8235294117647058,86.2,1.0,cups,softball,occ5_scene0009
並排有縫,0.5,46.1,1.0,cups,peach,occ5_scene0009
並排有縫,0.3902439024390244,55.5,1.0,pear,cups,occ5_scene0010
同物過切,0.3142857142857143,6.2,1.0,wood_block,wood_block,occ5_scene0010
並排有縫,0.6065573770491803,78.8,1.0,cups,wood_block,occ5_scene0010
並排有縫,0.32608695652173914,84.6,1.0,lemon,wood_block,occ5_scene0010
同物過切,0.7232142857142857,6.1,0.25,wood_block,wood_block,occ5_scene0010
同物過切,0.6875,4.7,0.25,wood_block,wood_block,occ5_scene0010
並排有縫,0.4918032786885246,68.9,1.0,wood_block,cups,occ5_scene0010
同物過切,0.7062146892655368,12.5,0.17,master_chef_can,master_chef_can,occ5_scene0011
並排有縫,0.6708860759493671,113.6,1.0,nine_hole_peg_test,potted_meat_can,occ5_scene0011
並排有縫,0.14432989690721654,68.0,0.86,softball,potted_meat_can,occ5_scene0011
並排有縫,0.4307692307692308,105.0,1.0,nine_hole_peg_test,master_chef_can,occ5_scene0011
同物過切,0.8987341772151899,32.9,1.0,nine_hole_peg_test,nine_hole_peg_test,occ5_scene0011
同物過切,0.9036144578313253,2.9,0.14,potted_meat_can,potted_meat_can,occ5_scene0011
並排有縫,0.2727272727272727,32.6,1.0,potted_meat_can,strawberry,occ5_scene0011
同物過切,0.7469879518072289,18.9,0.0,potted_meat_can,potted_meat_can,occ5_scene0011
並排有縫,0.7590361445783133,65.8,0.0,strawberry,potted_meat_can,occ5_scene0011
並排有縫,0.8220338983050848,100.9,0.73,nine_hole_peg_test,potted_meat_can,occ5_scene0011
同物過切,0.3305084745762712,14.6,0.29,nine_hole_peg_test,nine_hole_peg_test,occ5_scene0011
並排有縫,0.45197740112994356,200.3,0.0,master_chef_can,softball,occ5_scene0011
並排有縫,0.9548022598870056,10.7,0.0,potted_meat_can,master_chef_can,occ5_scene0011
同物過切,0.8795180722891567,12.4,0.14,potted_meat_can,potted_meat_can,occ5_scene0011
並排有縫,0.6923076923076923,33.7,1.0,master_chef_can,strawberry,occ5_scene0011
並排有縫,0.9152542372881356,100.9,0.91,nine_hole_peg_test,potted_meat_can,occ5_scene0011
並排有縫,0.9322033898305084,101.9,0.91,nine_hole_peg_test,potted_meat_can,occ5_scene0011
並排有縫,0.807909604519774,75.1,0.0,master_chef_can,potted_meat_can,occ5_scene0011
並排有縫,0.8870056497175142,62.0,0.0,master_chef_can,strawberry,occ5_scene0011
並排有縫,0.6428571428571428,190.9,0.0,bleach_cleanser,cups,occ5_scene0012
並排有縫,0.7959183673469388,173.9,0.0,bleach_cleanser,baseball,occ5_scene0012
並排有縫,0.7564102564102564,102.8,1.0,master_chef_can,bleach_cleanser,occ5_scene0012
並排有縫,0.5510204081632653,176.2,1.0,baseball,bleach_cleanser,occ5_scene0012
並排有縫,0.42307692307692313,120.1,1.0,master_chef_can,cups,occ5_scene0012
並排有縫,0.5625,38.6,1.0,foam_brick,cups,occ5_scene0012
並排有縫,0.26315789473684215,170.0,1.0,master_chef_can,bleach_cleanser,occ5_scene0012
同物過切,0.23076923076923073,1.6,0.0,bleach_cleanser,bleach_cleanser,occ5_scene0012
同物過切,0.5652173913043479,7.5,0.46,bleach_cleanser,bleach_cleanser,occ5_scene0012
並排有縫,0.6666666666666667,147.7,1.0,bleach_cleanser,master_chef_can,occ5_scene0012
並排有縫,0.641025641025641,133.2,1.0,master_chef_can,cups,occ5_scene0012
並排有縫,0.3717948717948718,256.7,1.0,master_chef_can,baseball,occ5_scene0012
並排有縫,0.3125,10.6,1.0,foam_brick,cups,occ5_scene0012
並排有縫,0.2142857142857143,113.9,1.0,cups,bleach_cleanser,occ5_scene0012
同物過切,0.4736842105263158,0.2,0.0,bleach_cleanser,bleach_cleanser,occ5_scene0012
並排有縫,0.8461538461538461,140.6,0.0,master_chef_can,bleach_cleanser,occ5_scene0012
並排有縫,0.6923076923076923,28.4,0.56,master_chef_can,bleach_cleanser,occ5_scene0012
並排有縫,0.7948717948717949,88.8,1.0,master_chef_can,foam_brick,occ5_scene0012
並排有縫,0.6615384615384615,137.5,1.0,master_chef_can,bleach_cleanser,occ5_scene0012
並排有縫,0.7258064516129032,192.1,0.22,cups,tomato_soup_can,occ5_scene0013
同物過切,0.825,5.1,0.2,potted_meat_can,potted_meat_can,occ5_scene0013
並排有縫,0.8269230769230769,59.4,1.0,gelatin_box,potted_meat_can,occ5_scene0013
並排有縫,0.4838709677419355,221.4,1.0,tomato_soup_can,cups,occ5_scene0013
同物過切,0.29032258064516125,4.5,0.5,cups,cups,occ5_scene0013
同物過切,0.0,14.0,0.11,tomato_soup_can,tomato_soup_can,occ5_scene0013
並排有縫,0.5294117647058824,101.5,0.56,cups,tomato_soup_can,occ5_scene0013
並排有縫,0.29032258064516125,102.2,1.0,tomato_soup_can,cups,occ5_scene0013
並排有縫,0.8269230769230769,86.9,1.0,gelatin_box,tomato_soup_can,occ5_scene0013
並排有縫,0.40384615384615385,130.6,1.0,cups,gelatin_box,occ5_scene0013
並排有縫,0.6730769230769231,85.0,0.0,tomato_soup_can,gelatin_box,occ5_scene0013
同物過切,0.4,5.1,1.0,potted_meat_can,potted_meat_can,occ5_scene0013
並排有縫,0.5,86.0,1.0,cups,cups,occ5_scene0013
並排有縫,0.8181818181818181,11.0,0.88,cups,cups,occ5_scene0013
並排有縫,0.3846153846153846,87.5,1.0,tomato_soup_can,gelatin_box,occ5_scene0013
同物過切,0.7375,7.0,0.2,potted_meat_can,potted_meat_can,occ5_scene0013
同物過切,0.5526315789473684,90.1,1.0,tennis_ball,tennis_ball,occ5_scene0014
並排有縫,0.368421052631579,68.9,1.0,softball,tennis_ball,occ5_scene0014
並排有縫,0.1724137931034483,82.4,1.0,tennis_ball,softball,occ5_scene0014
並排有縫,0.07692307692307687,78.5,0.87,peach,softball,occ5_scene0014
同物過切,0.42307692307692313,5.7,0.5,bleach_cleanser,bleach_cleanser,occ5_scene0015
並排有縫,0.4473684210526315,183.8,0.64,bleach_cleanser,pudding_box,occ5_scene0015
並排有縫,0.045454545454545414,174.1,1.0,pudding_box,cups,occ5_scene0015
並排有縫,0.1428571428571429,114.9,1.0,pudding_box,bleach_cleanser,occ5_scene0015
並排有縫,0.5,164.1,1.0,bleach_cleanser,cups,occ5_scene0015
並排有縫,0.5263157894736843,197.4,1.0,bleach_cleanser,pudding_box,occ5_scene0015
並排有縫,0.47619047619047616,92.3,0.64,pudding_box,bleach_cleanser,occ5_scene0015
同物過切,0.9444444444444444,3.8,0.0,bleach_cleanser,bleach_cleanser,occ5_scene0015
並排有縫,0.11111111111111116,172.8,1.0,pudding_box,bleach_cleanser,occ5_scene0015
並排有縫,0.6538461538461539,225.2,0.0,bleach_cleanser,cups,occ5_scene0015
並排相觸,0.11538461538461542,19.6,1.0,gelatin_box,large_marker,occ5_scene0015
並排有縫,0.0,99.6,0.71,pudding_box,bleach_cleanser,occ5_scene0015
並排有縫,0.75,206.4,0.0,bleach_cleanser,cups,occ5_scene0015
同物過切,0.5714285714285714,12.4,0.0,bleach_cleanser,bleach_cleanser,occ5_scene0015
並排有縫,0.052631578947368474,222.0,0.0,bleach_cleanser,pudding_box,occ5_scene0015
並排有縫,0.7272727272727273,68.1,0.83,pear,peach,occ5_scene0016
並排有縫,0.7272727272727273,128.7,0.67,pear,orange,occ5_scene0016
並排有縫,0.41666666666666663,10.8,1.0,pear,peach,occ5_scene0016
同物過切,0.21568627450980393,2.4,1.0,fork,fork,occ5_scene0017
同物過切,0.7333333333333334,26.1,1.0,rubiks_cube,rubiks_cube,occ5_scene0017
並排有縫,0.09836065573770492,80.0,1.0,pear,cups,occ5_scene0017
並排有縫,0.7222222222222222,62.4,1.0,rubiks_cube,gelatin_box,occ5_scene0017
並排有縫,0.4814814814814815,92.9,0.91,gelatin_box,pear,occ5_scene0017
並排有縫,0.9215686274509804,62.4,1.0,rubiks_cube,gelatin_box,occ5_scene0017
並排有縫,0.6428571428571428,42.5,0.7,strawberry,bleach_cleanser,occ5_scene0018
並排有縫,0.9285714285714286,47.7,0.0,bleach_cleanser,strawberry,occ5_scene0018
並排有縫,0.9797979797979798,61.8,0.0,bleach_cleanser,cups,occ5_scene0018
並排有縫,0.797979797979798,61.8,0.78,bleach_cleanser,cups,occ5_scene0018
並排有縫,0.2857142857142857,47.7,0.7,bleach_cleanser,strawberry,occ5_scene0018
並排有縫,0.8214285714285714,151.1,0.0,bleach_cleanser,strawberry,occ5_scene0018
同物過切,0.8421052631578947,4.5,0.56,bleach_cleanser,bleach_cleanser,occ5_scene0018
並排有縫,0.23076923076923073,133.6,1.0,cups,pear,occ5_scene0018
同物過切,0.6875,0.8,0.52,bleach_cleanser,bleach_cleanser,occ5_scene0018
並排有縫,0.3207547169811321,142.7,1.0,pear,tomato_soup_can,occ5_scene0019
