scene,i,j,class,plane_med,plane_min,kink_deg,zov,conn,objA,objB
n5_scene0051,2,5,並排有縫,89.2,89.2,0.0,1.0,0,cups,softball
n5_scene0051,1,3,同物過切,9.6,8.7,0.1,1.0,1,mug,mug
n5_scene0052,6,8,同物過切,1.8,1.8,0.1,0.0,1,potted_meat_can,potted_meat_can
n5_scene0052,2,6,並排有縫,83.7,69.6,0.1,0.0,0,lemon,potted_meat_can
n5_scene0052,5,6,同物過切,6.5,5.5,0.1,0.2,1,potted_meat_can,potted_meat_can
n5_scene0052,2,5,並排有縫,84.8,84.8,0.1,1.0,0,lemon,potted_meat_can
n5_scene0053,1,5,並排有縫,136.4,106.0,0.1,1.0,0,plate,orange
n5_scene0053,6,8,同物過切,12.3,12.3,0.1,0.67,1,wood_block,wood_block
n5_scene0053,6,7,同物過切,8.1,8.1,0.1,1.0,1,wood_block,wood_block
n5_scene0053,7,8,同物過切,1.7,0.1,0.1,0.5,1,wood_block,wood_block
n5_scene0054,4,15,同物過切,25.4,25.3,0.0,0.43,1,bleach_cleanser,bleach_cleanser
n5_scene0054,8,10,同物過切,26.9,2.1,0.4,0.07,1,sugar_box,sugar_box
n5_scene0056,2,5,並排有縫,70.1,67.1,0.0,1.0,0,cups,extra_large_clamp
n5_scene0056,2,6,同物過切,4.5,0.3,0.1,0.89,1,cups,cups
n5_scene0056,5,6,並排有縫,129.2,83.4,0.0,0.0,0,extra_large_clamp,cups
n5_scene0056,1,4,並排有縫,107.4,101.6,0.0,1.0,0,cups,medium_clamp
n5_scene0057,1,2,同物過切,11.1,11.1,0.0,1.0,1,tuna_fish_can,tuna_fish_can
n5_scene0057,6,8,同物過切,0.6,0.6,0.1,0.8,1,rubiks_cube,rubiks_cube
n5_scene0057,4,5,並排有縫,110.1,110.1,0.0,0.89,0,banana,tennis_ball
n5_scene0057,1,7,同物過切,15.0,15.0,0.0,1.0,1,tuna_fish_can,tuna_fish_can
n5_scene0057,5,6,並排有縫,202.9,202.9,0.0,0.92,0,tennis_ball,rubiks_cube
n5_scene0058,2,7,並排有縫,201.9,25.2,0.0,1.0,0,pitcher_base,baseball
n5_scene0058,4,6,同物過切,2.5,0.5,0.0,1.0,1,fork,fork
n5_scene0058,2,6,並排有縫,48.7,32.0,1.2,1.0,0,pitcher_base,fork
n5_scene0058,2,5,並排有縫,128.9,128.9,2.1,1.0,0,pitcher_base,adjustable_wrench
n5_scene0058,1,3,同物過切,4.1,1.0,0.0,1.0,1,padlock,padlock
n5_scene0059,1,4,並排有縫,134.6,134.6,0.0,1.0,0,cups,foam_brick
n5_scene0059,6,7,同物過切,3.5,1.4,0.1,0.96,0,cracker_box,cracker_box
n5_scene0059,2,9,並排有縫,87.4,87.4,0.0,1.0,0,cups,racquetball
n5_scene0059,8,9,並排有縫,296.6,296.6,0.1,1.0,0,cracker_box,racquetball
n5_scene0059,2,8,並排有縫,219.8,211.8,0.0,1.0,0,cups,cracker_box
n5_scene0060,1,5,並排有縫,175.4,172.1,0.0,1.0,0,mini_soccer_ball,master_chef_can
n5_scene0060,1,4,同物過切,17.3,17.3,0.0,1.0,1,mini_soccer_ball,mini_soccer_ball
n5_scene0060,2,5,並排有縫,175.4,172.1,0.0,1.0,0,mini_soccer_ball,master_chef_can
n5_scene0060,3,5,同物過切,14.8,2.9,0.1,0.38,1,master_chef_can,master_chef_can
n5_scene0061,1,3,同物過切,3.5,3.5,0.1,1.0,1,mustard_bottle,mustard_bottle
occ3_scene0001,4,9,同物過切,0.2,0.1,0.1,1.0,1,wood_block,wood_block
occ3_scene0001,8,9,並排有縫,91.3,85.1,0.0,0.0,0,bleach_cleanser,wood_block
occ3_scene0001,1,6,並排有縫,90.0,90.0,0.0,1.0,0,bleach_cleanser,peach
occ3_scene0001,2,5,同物過切,38.3,38.3,0.0,0.0,0,bleach_cleanser,bleach_cleanser
occ3_scene0001,1,9,並排有縫,114.2,114.2,0.0,1.0,0,bleach_cleanser,wood_block
occ3_scene0001,2,8,同物過切,24.0,6.9,0.0,0.5,1,bleach_cleanser,bleach_cleanser
occ3_scene0001,3,9,並排有縫,60.4,13.1,0.1,1.0,0,bleach_cleanser,wood_block
occ3_scene0001,4,8,並排有縫,9.0,9.0,0.0,0.0,0,wood_block,bleach_cleanser
occ3_scene0001,3,6,並排有縫,126.8,74.8,0.0,1.0,0,bleach_cleanser,peach
occ3_scene0001,2,4,並排有縫,44.6,44.6,0.0,0.2,0,bleach_cleanser,wood_block
occ3_scene0001,1,5,同物過切,16.8,14.3,0.1,0.0,1,bleach_cleanser,bleach_cleanser
occ3_scene0001,3,8,同物過切,10.0,9.0,0.1,0.0,0,bleach_cleanser,bleach_cleanser
occ3_scene0001,2,9,並排有縫,71.2,50.8,0.0,0.5,0,bleach_cleanser,wood_block
occ3_scene0001,6,9,並排有縫,75.7,70.9,0.0,1.0,0,peach,wood_block
occ3_scene0002,2,3,並排有縫,142.1,142.1,0.0,1.0,0,apple,cups
occ3_scene0002,1,2,並排有縫,43.9,29.0,0.0,0.91,0,plum,apple
occ3_scene0002,1,4,並排有縫,51.1,51.1,0.1,0.9,0,plum,apple
occ3_scene0003,2,3,並排有縫,39.9,33.9,0.0,1.0,0,plum,mustard_bottle
occ3_scene0003,1,2,並排有縫,119.3,119.3,0.0,1.0,0,baseball,plum
occ3_scene0003,1,3,並排有縫,158.4,158.4,0.0,1.0,0,baseball,mustard_bottle
occ3_scene0004,2,3,並排有縫,150.0,148.9,0.1,1.0,0,pitcher_base,foam_brick
occ3_scene0005,2,4,同物過切,2.8,0.8,0.1,0.62,1,cups,cups
occ3_scene0005,1,5,並排有縫,56.0,46.4,0.0,1.0,0,tennis_ball,mug
occ3_scene0005,2,5,並排有縫,85.9,70.8,0.0,0.75,0,cups,mug
occ3_scene0005,1,3,並排有縫,55.0,55.0,0.0,0.33,0,tennis_ball,mug
occ3_scene0005,3,5,同物過切,0.3,0.3,0.1,0.67,1,mug,mug
occ3_scene0006,2,3,並排有縫,102.9,98.4,0.0,1.0,0,cups,baseball
occ3_scene0006,1,2,並排有縫,121.5,109.4,0.1,1.0,0,large_clamp,cups
occ3_scene0006,1,3,並排有縫,70.5,59.7,0.1,0.91,0,large_clamp,baseball
occ3_scene0007,2,3,並排有縫,125.3,122.2,0.0,1.0,0,foam_brick,padlock
occ3_scene0007,1,2,並排有縫,41.8,27.2,0.1,1.0,0,sponge,foam_brick
occ3_scene0008,1,2,並排有縫,73.0,70.1,0.1,1.0,0,scissors,cups
occ3_scene0008,1,3,同物過切,5.7,3.4,0.0,1.0,1,scissors,scissors
occ3_scene0008,1,4,同物過切,11.2,3.0,0.1,1.0,1,scissors,scissors
occ3_scene0009,2,3,並排有縫,132.9,132.9,0.0,1.0,0,softball,gelatin_box
occ3_scene0009,2,4,並排有縫,132.5,132.5,0.0,1.0,0,softball,gelatin_box
occ3_scene0011,2,4,並排有縫,81.9,54.7,0.0,1.0,0,cups,pudding_box
occ3_scene0011,1,2,並排有縫,36.7,28.6,0.0,1.0,0,cups,cups
occ3_scene0011,1,4,並排有縫,103.6,93.5,0.0,1.0,0,cups,pudding_box
occ3_scene0011,2,3,並排有縫,80.9,60.4,0.0,1.0,0,cups,pudding_box
occ3_scene0012,1,2,同物過切,3.8,0.9,0.1,1.0,1,padlock,padlock
occ3_scene0012,3,4,並排有縫,75.2,75.2,0.0,1.0,0,strawberry,cups
occ3_scene0013,2,4,並排有縫,82.0,73.9,0.0,0.0,0,tomato_soup_can,golf_ball
occ3_scene0013,1,2,同物過切,60.6,7.7,0.1,0.5,1,tomato_soup_can,tomato_soup_can
occ3_scene0013,1,4,並排有縫,80.2,69.2,0.0,1.0,0,tomato_soup_can,golf_ball
occ3_scene0013,2,5,並排有縫,117.8,117.8,0.0,0.12,0,tomato_soup_can,cups
occ3_scene0013,1,3,並排有縫,135.3,135.3,0.1,1.0,0,tomato_soup_can,cups
occ3_scene0013,3,5,同物過切,5.7,5.4,0.1,0.88,1,cups,cups
occ3_scene0014,3,4,同物過切,10.8,10.0,0.0,1.0,1,mustard_bottle,mustard_bottle
occ3_scene0014,4,6,並排有縫,66.8,66.8,0.1,1.0,0,mustard_bottle,sugar_box
occ3_scene0014,4,5,並排有縫,52.0,22.6,0.1,1.0,0,mustard_bottle,sugar_box
occ3_scene0014,5,6,同物過切,10.7,10.7,0.1,0.07,0,sugar_box,sugar_box
occ3_scene0015,5,7,並排有縫,60.6,60.6,0.0,0.88,0,padlock,apple
occ3_scene0015,6,7,同物過切,89.7,89.7,0.0,1.0,1,apple,apple
occ3_scene0015,5,6,並排有縫,84.0,67.5,0.0,0.88,0,padlock,apple
occ3_scene0016,3,10,同物過切,5.3,0.0,0.0,0.0,1,bleach_cleanser,bleach_cleanser
occ3_scene0016,8,9,同物過切,2.1,2.1,0.1,1.0,0,bleach_cleanser,bleach_cleanser
occ3_scene0016,9,10,同物過切,14.2,13.8,0.0,0.68,1,bleach_cleanser,bleach_cleanser
occ3_scene0016,8,10,同物過切,9.4,7.9,0.1,0.42,1,bleach_cleanser,bleach_cleanser
occ3_scene0017,1,5,並排有縫,122.9,122.9,0.0,1.0,0,cracker_box,softball
occ3_scene0017,1,7,同物過切,7.7,5.5,0.1,0.93,1,cracker_box,cracker_box
occ3_scene0017,2,5,並排有縫,136.4,123.1,0.0,1.0,0,cracker_box,softball
occ3_scene0017,3,5,並排有縫,136.4,123.1,0.0,0.3,0,cracker_box,softball
occ3_scene0018,2,3,並排有縫,79.2,79.2,0.0,1.0,0,plum,flat_screwdriver
occ3_scene0019,2,4,並排有縫,127.8,118.9,0.0,1.0,0,padlock,softball
occ3_scene0019,1,3,同物過切,10.6,7.4,0.1,1.0,1,tuna_fish_can,tuna_fish_can
occ3_scene0019,1,4,並排有縫,127.2,127.2,0.0,1.0,0,tuna_fish_can,softball
occ3_scene0020,2,7,同物過切,6.4,6.4,0.1,0.4,1,wood_block,wood_block
occ3_scene0020,1,5,並排有縫,136.7,136.7,0.0,1.0,0,mini_soccer_ball,orange
occ3_scene0020,4,6,同物過切,4.7,4.7,0.2,1.0,1,wood_block,wood_block
occ3_scene0020,1,4,並排有縫,158.5,133.9,0.0,1.0,0,mini_soccer_ball,wood_block
occ3_scene0020,5,7,並排有縫,174.5,174.5,0.0,0.0,0,orange,wood_block
occ3_scene0020,6,7,同物過切,8.6,8.0,0.2,0.6,1,wood_block,wood_block
occ3_scene0020,4,5,並排有縫,127.8,107.6,0.0,1.0,0,wood_block,orange
occ3_scene0020,1,6,並排有縫,158.0,149.8,0.1,0.92,0,mini_soccer_ball,wood_block
occ3_scene0020,4,7,同物過切,5.3,5.3,0.1,1.0,1,wood_block,wood_block
occ4_scene0001,1,3,同物過切,10.5,6.0,0.1,0.4,1,master_chef_can,master_chef_can
occ4_scene0001,1,2,並排有縫,61.8,51.0,0.1,1.0,0,master_chef_can,cups
occ4_scene0001,2,10,並排有縫,63.7,53.6,0.0,1.0,0,cups,strawberry
occ4_scene0001,2,13,同物過切,80.6,80.6,0.0,1.0,1,cups,cups
occ4_scene0001,2,3,並排有縫,71.0,27.5,0.0,0.0,0,cups,master_chef_can
occ4_scene0001,1,13,並排有縫,80.6,80.6,0.0,1.0,0,master_chef_can,cups
occ4_scene0002,2,4,並排有縫,70.4,53.2,0.0,1.0,0,mustard_bottle,master_chef_can
occ4_scene0002,3,4,同物過切,12.7,9.5,0.1,0.33,1,master_chef_can,master_chef_can
occ4_scene0002,2,3,並排有縫,63.2,56.7,0.1,1.0,0,mustard_bottle,master_chef_can
occ4_scene0002,3,5,並排有縫,66.5,35.5,0.0,0.0,0,master_chef_can,cups
occ4_scene0003,3,7,並排有縫,134.7,119.9,0.0,1.0,0,bleach_cleanser,pudding_box
occ4_scene0003,5,7,並排有縫,260.2,260.2,0.0,0.0,0,bleach_cleanser,pudding_box
occ4_scene0003,8,9,並排有縫,98.7,86.6,0.0,1.0,0,pudding_box,cups
occ4_scene0003,2,5,同物過切,10.8,3.2,0.0,1.0,1,bleach_cleanser,bleach_cleanser
occ4_scene0003,2,8,並排有縫,229.5,229.5,0.0,0.0,0,bleach_cleanser,pudding_box
occ4_scene0003,8,11,並排有縫,100.8,100.8,0.0,0.86,0,pudding_box,bleach_cleanser
occ4_scene0003,2,7,並排有縫,229.5,229.5,0.0,0.0,0,bleach_cleanser,pudding_box
occ4_scene0003,7,9,並排有縫,98.7,86.6,0.0,1.0,0,pudding_box,cups
occ4_scene0003,3,8,並排有縫,134.7,119.9,0.0,1.0,0,bleach_cleanser,pudding_box
occ4_scene0003,5,8,並排有縫,260.2,260.2,0.0,0.0,0,bleach_cleanser,pudding_box
occ4_scene0003,9,12,並排有縫,60.3,60.3,0.0,1.0,0,cups,strawberry
occ4_scene0003,2,6,並排有縫,234.5,234.5,0.0,0.0,0,bleach_cleanser,pudding_box
occ4_scene0003,7,11,並排有縫,100.8,100.8,0.0,0.29,0,pudding_box,bleach_cleanser
occ4_scene0003,6,9,並排有縫,57.9,57.9,0.0,1.0,0,pudding_box,cups
occ4_scene0004,3,4,並排有縫,79.7,76.8,0.0,1.0,0,pear,mug
occ4_scene0004,1,3,並排有縫,67.1,67.1,0.0,0.9,0,gelatin_box,pear
occ4_scene0005,2,4,並排有縫,92.5,92.5,0.0,1.0,0,cups,cups
occ4_scene0005,1,2,並排有縫,92.7,92.7,0.1,0.62,0,cups,cups
occ4_scene0005,3,4,並排有縫,88.2,88.2,0.0,1.0,0,cups,cups
occ4_scene0005,1,4,同物過切,51.4,10.8,0.0,0.88,1,cups,cups
occ4_scene0005,2,3,並排有縫,43.7,34.1,0.0,1.0,0,cups,cups
occ4_scene0005,2,5,同物過切,23.8,2.2,0.1,1.0,1,cups,cups
occ4_scene0005,1,3,並排有縫,86.9,86.9,0.1,0.5,0,cups,cups
occ4_scene0005,3,5,並排有縫,37.1,24.2,0.0,0.83,0,cups,cups
occ4_scene0006,2,4,同物過切,10.0,10.0,0.1,1.0,1,cups,cups
occ4_scene0006,1,2,並排有縫,80.9,68.7,0.0,1.0,0,softball,cups
occ4_scene0006,1,4,並排有縫,77.9,77.1,0.0,0.95,0,softball,cups
occ4_scene0006,1,3,並排有縫,46.0,19.0,0.1,1.0,0,softball,cups
occ4_scene0006,3,5,同物過切,5.0,4.7,0.1,1.0,1,cups,cups
occ4_scene0007,2,3,同物過切,10.5,10.5,0.1,1.0,1,rubiks_cube,rubiks_cube
occ4_scene0007,3,4,並排有縫,75.8,75.8,0.0,1.0,0,rubiks_cube,lemon
occ4_scene0008,3,4,並排有縫,76.7,53.4,0.0,1.0,0,wood_block,golf_ball
occ4_scene0008,3,7,同物過切,6.5,6.5,0.1,1.0,1,wood_block,wood_block
occ4_scene0008,4,5,並排有縫,53.5,41.0,0.0,1.0,0,golf_ball,cups
occ4_scene0008,3,6,並排有縫,166.3,166.3,0.0,1.0,0,wood_block,cups
occ4_scene0008,3,5,並排有縫,143.9,138.1,0.0,1.0,0,wood_block,cups
occ4_scene0009,1,2,並排有縫,118.2,100.0,0.1,1.0,0,tomato_soup_can,bowl
occ4_scene0009,1,5,並排有縫,71.9,63.8,0.0,1.0,0,tomato_soup_can,racquetball
occ4_scene0009,2,3,並排有縫,101.1,78.3,0.0,0.5,0,bowl,tomato_soup_can
occ4_scene0009,5,6,並排有縫,57.3,57.3,0.0,0.92,0,racquetball,tennis_ball
occ4_scene0009,3,6,並排有縫,55.6,48.9,0.0,0.0,0,tomato_soup_can,tennis_ball
occ4_scene0009,1,6,並排有縫,63.8,46.0,0.0,1.0,0,tomato_soup_can,tennis_ball
occ4_scene0009,2,5,並排有縫,33.2,33.2,0.1,1.0,0,bowl,racquetball
occ4_scene0009,3,5,並排有縫,66.0,65.3,0.0,0.0,0,tomato_soup_can,racquetball
occ4_scene0010,2,4,並排有縫,70.9,52.5,0.0,1.0,0,peach,bleach_cleanser
occ4_scene0010,1,2,並排有縫,48.7,37.1,0.0,1.0,0,cups,peach
occ4_scene0010,2,3,並排有縫,63.6,63.6,0.0,1.0,0,peach,bleach_cleanser
occ4_scene0010,4,8,並排有縫,155.3,133.9,0.0,1.0,0,bleach_cleanser,flat_screwdriver
occ4_scene0010,4,7,同物過切,19.4,3.8,0.0,0.46,1,bleach_cleanser,bleach_cleanser
occ4_scene0010,3,5,同物過切,10.0,10.0,0.1,0.0,1,bleach_cleanser,bleach_cleanser
occ4_scene0011,1,2,並排有縫,88.2,70.6,0.1,1.0,0,pitcher_base,cups
occ4_scene0011,1,5,並排有縫,86.9,17.1,0.2,1.0,0,pitcher_base,cups
occ4_scene0011,1,4,並排有縫,40.4,14.1,0.1,1.0,0,pitcher_base,cups
occ4_scene0011,2,3,並排有縫,36.1,34.3,0.0,1.0,0,cups,mug
occ4_scene0011,1,7,並排有縫,28.6,5.1,0.2,1.0,0,pitcher_base,cups
occ4_scene0011,2,6,並排有縫,7.2,7.2,0.0,0.57,0,cups,mug
occ4_scene0011,3,6,同物過切,1.2,1.2,0.0,0.86,1,mug,mug
occ4_scene0011,2,5,同物過切,37.9,36.8,0.1,0.89,1,cups,cups
occ4_scene0011,1,3,並排有縫,187.9,187.9,0.0,1.0,0,pitcher_base,mug
occ4_scene0011,4,7,同物過切,9.9,4.1,0.1,0.5,1,cups,cups
occ4_scene0011,3,5,並排有縫,64.8,62.6,0.1,1.0,0,mug,cups
occ4_scene0012,2,3,並排有縫,188.2,177.0,0.1,1.0,0,cups,wood_block
occ4_scene0012,5,6,同物過切,5.8,3.3,0.1,0.33,1,wood_block,wood_block
occ4_scene0012,3,5,同物過切,1.3,1.3,0.1,1.0,1,wood_block,wood_block
occ4_scene0012,3,6,同物過切,3.6,3.1,0.1,0.67,1,wood_block,wood_block
occ4_scene0013,2,5,並排有縫,59.7,59.7,0.0,0.62,0,peach,cups
occ4_scene0013,9,10,並排有縫,123.4,123.4,0.0,1.0,0,cups,banana
occ4_scene0013,2,9,並排有縫,54.7,49.3,0.0,1.0,0,peach,cups
occ4_scene0014,4,5,並排有縫,98.5,58.9,0.0,1.0,0,mustard_bottle,racquetball
occ4_scene0014,1,3,同物過切,17.4,17.4,0.0,1.0,1,spatula,spatula
occ4_scene0015,6,12,同物過切,42.9,42.9,0.1,0.0,0,sugar_box,sugar_box
occ4_scene0015,3,4,並排有縫,77.4,73.0,0.0,1.0,0,wood_block,sugar_box
occ4_scene0015,3,7,並排有縫,74.6,68.6,0.0,1.0,0,wood_block,sugar_box
occ4_scene0015,4,6,同物過切,15.9,13.7,0.1,0.31,1,sugar_box,sugar_box
occ4_scene0015,3,10,同物過切,18.8,18.8,0.0,1.0,1,wood_block,wood_block
occ4_scene0015,5,10,並排有縫,76.6,76.6,0.1,1.0,0,sugar_box,wood_block
occ4_scene0015,8,12,同物過切,8.0,8.0,0.2,0.0,0,sugar_box,sugar_box
occ4_scene0015,10,12,並排有縫,111.1,100.6,0.1,1.0,0,wood_block,sugar_box
occ4_scene0015,7,10,並排有縫,86.7,86.7,0.1,1.0,0,sugar_box,wood_block
occ4_scene0015,4,8,同物過切,6.4,6.4,0.0,0.15,1,sugar_box,sugar_box
occ4_scene0015,3,12,並排有縫,67.0,67.0,0.0,1.0,0,wood_block,sugar_box
occ4_scene0015,1,2,並排有縫,29.8,22.5,0.0,1.0,0,banana,foam_brick
occ4_scene0015,10,11,同物過切,5.2,0.4,0.1,0.5,1,wood_block,wood_block
occ4_scene0015,7,12,同物過切,33.5,33.5,0.1,0.0,0,sugar_box,sugar_box
occ4_scene0015,3,5,並排有縫,55.6,50.8,0.1,1.0,0,wood_block,sugar_box
occ4_scene0015,4,10,並排有縫,87.9,87.9,0.1,1.0,0,sugar_box,wood_block
occ4_scene0015,3,8,並排有縫,72.3,68.6,0.0,1.0,0,wood_block,sugar_box
occ4_scene0015,9,12,同物過切,28.8,28.8,0.1,0.0,0,sugar_box,sugar_box
occ4_scene0015,8,10,並排有縫,86.7,86.7,0.1,1.0,0,sugar_box,wood_block
occ4_scene0015,2,3,並排有縫,114.7,114.7,0.0,1.0,0,foam_brick,wood_block
occ4_scene0016,2,3,並排有縫,74.4,74.4,0.0,1.0,0,strawberry,gelatin_box
occ4_scene0017,2,4,並排有縫,57.1,45.6,0.1,1.0,0,cups,cups
occ4_scene0017,3,4,並排有縫,70.7,70.7,0.0,1.0,0,mug,cups
occ4_scene0017,1,5,並排有縫,70.8,70.8,0.0,0.15,0,cups,cups
occ4_scene0017,3,7,同物過切,0.5,0.5,0.1,0.78,1,mug,mug
occ4_scene0017,1,4,同物過切,47.1,16.3,0.1,0.6,1,cups,cups
occ4_scene0017,2,5,同物過切,8.0,8.0,0.1,0.85,1,cups,cups
occ4_scene0017,1,3,並排有縫,62.7,62.7,0.0,0.47,0,cups,mug
occ4_scene0018,2,4,並排有縫,133.1,112.8,0.1,1.0,0,cups,sponge
occ4_scene0018,3,4,並排有縫,95.4,95.4,0.1,1.0,0,cups,sponge
occ4_scene0018,4,6,並排有縫,111.2,111.2,0.0,0.0,0,sponge,cups
occ4_scene0018,2,3,並排有縫,106.3,104.1,0.0,1.0,0,cups,cups
occ4_scene0018,2,6,並排有縫,97.1,97.1,0.0,1.0,0,cups,cups
occ4_scene0018,3,6,同物過切,3.1,3.1,0.1,0.6,1,cups,cups
occ4_scene0019,2,3,並排有縫,62.4,62.4,0.0,1.0,0,apple,tomato_soup_can
occ4_scene0019,2,5,並排有縫,67.1,58.5,0.0,1.0,0,apple,tomato_soup_can
occ4_scene0020,2,3,並排有縫,62.9,54.3,0.1,1.0,0,tennis_ball,apple
occ4_scene0020,1,3,並排有縫,91.9,90.1,0.0,0.91,0,gelatin_box,apple
occ5_scene0001,4,9,並排有縫,222.4,222.4,0.1,0.0,0,pudding_box,bleach_cleanser
occ5_scene0001,9,11,同物過切,19.3,4.4,0.0,0.25,1,bleach_cleanser,bleach_cleanser
occ5_scene0001,2,8,並排有縫,13.7,12.1,0.1,1.0,0,sponge,bleach_cleanser
occ5_scene0001,7,13,並排有縫,237.3,237.3,0.1,1.0,0,bleach_cleanser,pudding_box
occ5_scene0001,3,12,並排有縫,66.8,60.6,0.0,0.5,0,bleach_cleanser,medium_clamp
occ5_scene0001,1,2,並排有縫,57.0,24.1,0.1,1.0,0,pear,sponge
occ5_scene0001,9,13,並排有縫,233.8,233.8,0.1,0.0,0,bleach_cleanser,pudding_box
occ5_scene0001,2,7,並排有縫,39.5,39.3,0.1,1.0,0,sponge,bleach_cleanser
occ5_scene0001,7,9,同物過切,1.0,1.0,0.1,0.43,1,bleach_cleanser,bleach_cleanser
occ5_scene0001,7,12,並排有縫,80.3,56.9,0.1,1.0,0,bleach_cleanser,medium_clamp
occ5_scene0001,4,7,並排有縫,190.2,156.6,0.0,1.0,0,pudding_box,bleach_cleanser
occ5_scene0001,3,8,同物過切,11.9,10.8,0.1,0.0,1,bleach_cleanser,bleach_cleanser
occ5_scene0001,1,4,並排有縫,107.6,81.9,0.0,1.0,0,pear,pudding_box
occ5_scene0001,7,11,同物過切,10.0,10.0,0.0,0.0,0,bleach_cleanser,bleach_cleanser
occ5_scene0002,3,8,並排有縫,113.8,92.2,0.0,1.0,0,cups,potted_meat_can
occ5_scene0002,3,7,並排有縫,82.3,68.0,0.1,1.0,0,cups,potted_meat_can
occ5_scene0002,1,8,並排有縫,91.4,86.0,0.0,1.0,0,cups,potted_meat_can
occ5_scene0002,1,4,並排有縫,143.7,143.7,0.0,1.0,0,cups,phillips_screwdriver
occ5_scene0002,6,7,同物過切,1.5,1.5,0.1,0.33,1,potted_meat_can,potted_meat_can
occ5_scene0002,3,5,同物過切,25.9,25.9,0.0,1.0,1,cups,cups
occ5_scene0002,7,8,同物過切,7.2,3.6,0.1,0.33,1,potted_meat_can,potted_meat_can
occ5_scene0003,3,8,同物過切,6.6,6.6,0.1,1.0,1,potted_meat_can,potted_meat_can
occ5_scene0003,2,7,並排有縫,70.8,70.8,0.0,0.0,0,potted_meat_can,gelatin_box
occ5_scene0003,5,8,並排有縫,51.3,18.7,0.1,1.0,0,cups,potted_meat_can
occ5_scene0003,1,5,並排有縫,106.4,106.4,0.0,1.0,0,pear,cups
occ5_scene0003,5,7,並排有縫,60.2,55.9,0.0,1.0,0,cups,gelatin_box
occ5_scene0003,6,7,並排有縫,78.0,78.0,0.1,1.0,0,potted_meat_can,gelatin_box
occ5_scene0003,5,6,並排有縫,59.5,52.2,0.0,1.0,0,cups,potted_meat_can
occ5_scene0003,2,5,並排有縫,4.4,4.4,0.0,1.0,0,potted_meat_can,cups
occ5_scene0003,4,7,並排有縫,102.0,102.0,0.0,1.0,0,foam_brick,gelatin_box
occ5_scene0003,2,8,同物過切,7.6,2.3,0.1,0.2,1,potted_meat_can,potted_meat_can
occ5_scene0004,9,10,並排有縫,101.3,99.3,0.0,1.0,0,mug,cups
occ5_scene0005,1,3,同物過切,19.7,18.6,0.1,0.0,1,bleach_cleanser,bleach_cleanser
occ5_scene0005,6,8,並排有縫,7.6,7.6,0.1,1.0,0,peach,cups
occ5_scene0005,3,6,並排有縫,26.4,23.6,0.0,0.77,0,bleach_cleanser,peach
occ5_scene0005,5,9,並排有縫,209.7,207.7,0.1,0.0,0,bleach_cleanser,cups
occ5_scene0005,8,11,同物過切,23.2,23.2,0.1,1.0,1,cups,cups
occ5_scene0005,2,7,並排有縫,221.5,221.5,0.0,1.0,0,bleach_cleanser,orange
occ5_scene0005,7,9,並排有縫,41.9,33.3,0.0,1.0,0,orange,cups
occ5_scene0005,6,10,並排有縫,50.1,50.1,0.0,0.69,0,peach,bleach_cleanser
occ5_scene0005,3,5,同物過切,50.2,50.2,0.1,0.0,0,bleach_cleanser,bleach_cleanser
occ5_scene0005,2,9,並排有縫,211.4,211.4,0.0,1.0,0,bleach_cleanser,cups
occ5_scene0005,2,6,並排有縫,60.1,36.6,0.1,1.0,0,bleach_cleanser,peach
occ5_scene0005,6,9,並排有縫,71.1,70.1,0.0,1.0,0,peach,cups
occ5_scene0005,7,8,並排有縫,129.4,112.2,0.1,1.0,0,orange,cups
occ5_scene0006,1,2,並排有縫,54.5,54.5,0.0,0.95,0,bowl,tomato_soup_can
occ5_scene0006,2,7,並排有縫,82.4,82.4,0.0,1.0,0,tomato_soup_can,foam_brick
occ5_scene0006,1,5,並排有縫,78.2,25.1,0.1,0.9,0,bowl,racquetball
occ5_scene0006,3,7,並排有縫,87.4,87.4,0.0,0.0,0,tomato_soup_can,foam_brick
occ5_scene0006,5,7,並排有縫,46.6,46.6,0.0,1.0,0,racquetball,foam_brick
occ5_scene0006,2,3,同物過切,78.9,78.9,0.0,0.5,1,tomato_soup_can,tomato_soup_can
occ5_scene0006,1,7,並排有縫,142.6,36.5,0.1,0.85,0,bowl,foam_brick
occ5_scene0006,2,6,並排有縫,50.5,18.3,0.0,1.0,0,tomato_soup_can,baseball
occ5_scene0006,3,6,並排有縫,43.0,40.5,0.0,0.0,0,tomato_soup_can,baseball
occ5_scene0006,2,5,並排有縫,180.5,180.5,0.0,1.0,0,tomato_soup_can,racquetball
occ5_scene0006,3,5,並排有縫,173.1,173.1,0.1,0.0,0,tomato_soup_can,racquetball
occ5_scene0007,2,4,並排有縫,79.2,75.8,0.0,1.0,0,orange,tomato_soup_can
occ5_scene0007,3,4,並排有縫,57.6,48.8,0.0,1.0,0,peach,tomato_soup_can
occ5_scene0007,4,6,並排有縫,130.5,123.7,0.0,1.0,0,tomato_soup_can,tennis_ball
occ5_scene0007,4,5,同物過切,4.3,4.3,0.1,0.33,1,tomato_soup_can,tomato_soup_can
occ5_scene0007,2,6,並排有縫,158.2,158.2,0.0,1.0,0,orange,tennis_ball
occ5_scene0007,5,6,並排有縫,116.4,116.4,0.1,0.0,0,tomato_soup_can,tennis_ball
